DisNo.,ISO,Country,Disaster Type,Disaster Subtype,Associated Types,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",AID Contribution ('000 US$),Event Name,Location,ISO3,country_role,disaster_category,event_year,event_month,year_month,log_affected,log_deaths,norm_affected,norm_deaths,severity_score,severity_data_flag
2019-0606-COL,COL,Colombia,Flood,Flood (General),,2019,12,6.0,2019,12,11.0,,,6000.0,,6000.0,,,,,Nariño Department,COL,pressure_input,flood,2019,12,2019-12,8.699681400989514,0.0,0.5673356392489564,0.0,0.2837,ok
2019-0609-VEN,VEN,Venezuela,Flood,Flood (General),,2019,10,5.0,2019,10,15.0,6.0,,2000.0,,2000.0,,,,,Zulia State,VEN,pressure_input,flood,2019,10,2019-10,7.601402334583733,1.9459101490553132,0.4957131478618352,0.24776061392524554,0.3717,ok
2020-0218-HND,HND,Honduras,Storm,Tropical cyclone,"Slide (land, mud, snow, rock)",2020,5,30.0,2020,5,31.0,5.0,,1200.0,,1200.0,,,,Tropical storm 'Amanda',Tegucigalpa (Francisco Morazán department); Valle Department,HND,tier1,storm,2020,5,2020-05,7.0909098220799835,1.791759469228055,0.46242220506016213,0.2281335684064497,0.3453,ok
2020-0264-GTM,GTM,Guatemala,Flood,Flood (General),"Slide (land, mud, snow, rock)",2020,6,17.0,2020,6,17.0,,,4070.0,,4070.0,,,,,"Huehuetenango, Petén , Sayaxché Departments",GTM,tier1,flood,2020,6,2020-06,8.31164394850298,0.0,0.5420304049522218,0.0,0.271,ok
2020-0312-PRI,PRI,Puerto Rico,Storm,Tropical cyclone,,2020,8,2.0,2020,8,2.0,1.0,,,,,59800.0,72480.0,,Hurricane 'Isaias',"Yauco, Jayuya, Mayagüez cities",PRI,tier1,storm,2020,8,2020-08,0.0,0.6931471805599453,0.0,0.08825411136246838,0.0441,ok
2020-0317-COL,COL,Colombia,Flood,Flood (General),,2020,7,1.0,2020,7,15.0,11.0,,30000.0,,30000.0,10000.0,12120.0,,,"Antioquia, Meta, Putumayo, Tolima, Choco, Caldas departments",COL,pressure_input,flood,2020,7,2020-07,10.308985993422082,2.4849066497880004,0.6722838330517967,0.3163876797689181,0.4943,ok
2020-0376-HTI,HTI,Haiti,Storm,Tropical cyclone,,2020,8,23.0,2020,8,23.0,39.0,,44175.0,,44175.0,,,,Hurricane 'Laura',,HTI,tier1,storm,2020,8,2020-08,10.695936934169936,3.6888794541139363,0.6975182122443725,0.4696820347492385,0.5836,ok
2020-0474-BLZ,BLZ,Belize,Storm,Tropical cyclone,,2020,11,4.0,2020,11,4.0,,,60000.0,,60000.0,,,,Hurricane 'Eta',"Cayo, Belize, Stann Creek, and Toledo districts",BLZ,tier1,storm,2020,11,2020-11,11.002116507732017,0.0,0.7174852174811458,0.0,0.3587,ok
2020-0495-GTM,GTM,Guatemala,Storm,Tropical cyclone,,2020,11,17.0,2020,11,17.0,2.0,,131298.0,,131298.0,,,,Hurricane 'Iota',"Alta Verapaz, Baja Verapaz, Izabal, Chiquimula, Quiché, Zacapa departments",GTM,tier1,storm,2020,11,2020-11,11.785232444115655,1.0986122886681098,0.7685548555398133,0.1398794570439813,0.4542,ok
2021-0373-BRB,BRB,Barbados,Storm,Tropical cyclone,,2021,7,3.0,2021,7,3.0,,,3114.0,186.0,3300.0,,,,Hurricane 'Elsa',Southern portions of Barbados,BRB,tier1,storm,2021,7,2021-07,8.101980731853192,0.0,0.528357557687784,0.0,0.2642,ok
2021-0373-DOM,DOM,Dominican Republic,Storm,Tropical cyclone,,2021,7,3.0,2021,7,3.0,2.0,,153.0,,153.0,,,,Hurricane 'Elsa',Bahoruco region,DOM,tier1,storm,2021,7,2021-07,5.0369526024136295,1.0986122886681098,0.3284767099898623,0.1398794570439813,0.2342,ok
2022-0200-COL,COL,Colombia,Flood,Flood (General),"Slide (land, mud, snow, rock)",2022,4,7.0,2022,4,8.0,20.0,25.0,,,25.0,,,,,La Antigua village (Antioquia department),COL,pressure_input,flood,2022,4,2022-04,3.258096538021482,3.044522437723423,0.21247149141840826,0.38764007096922687,0.3001,ok
2022-0603-DOM,DOM,Dominican Republic,Storm,Tropical cyclone,"Slide (land, mud, snow, rock)",2022,9,19.0,2022,9,20.0,2.0,,1434802.0,,1434802.0,,,,Hurricane 'Fiona',"La Altagracia, La Romana, El Seibo, Samana, Hato Mayor, María Trinidad Sanchez, Duarte, Monte Plata, La Vega, Espaillat, San Pedro de Macorís, San José de Ocoa, Puerto Plata and Sánchez Ramirez",DOM,tier1,storm,2022,9,2022-09,14.176538115521826,1.0986122886681098,0.9244999837800917,0.1398794570439813,0.5322,ok
2022-0615-VEN,VEN,Venezuela,Flood,Flood (General),,2022,9,22.0,2022,9,30.0,20.0,,,,,,,,,"Táchira, Lara, Carabobo, Miranda, and Mérida",VEN,pressure_input,flood,2022,9,2022-09,0.0,3.044522437723423,0.0,0.38764007096922687,0.1938,ok
2022-0655-HND,HND,Honduras,Flood,Flood (General),,2022,7,2.0,2022,9,28.0,9.0,,76657.0,,76657.0,,,,,"Santa Bárbara, Copàn, Cortés, Olancho, Colón, Yoro, Paraíso, Ocotepeque, Lempira, Intibucá, Comayagua, La Paz, Francisco Morazán, Valle, and Choluteca Departments",HND,tier1,flood,2022,7,2022-07,11.247109249369066,2.302585092994046,0.7334620225250867,0.29317381202430176,0.5133,ok
2023-0389-DOM,DOM,Dominican Republic,Flood,Flood (General),"Slide (land, mud, snow, rock)|Storm",2023,6,2.0,2023,6,9.0,1.0,,289083.0,,289083.0,,,,,"Azua, Barahona, Bahoruco, Dajabón, Elías Piña, Espaillat, Independencia, La Vega, Pedernales, Santiago, and Santiago Rodríguez",DOM,tier1,flood,2023,6,2023-06,12.574472582301325,0.6931471805599453,0.8200238735049508,0.08825411136246838,0.4541,ok
2024-9075-COL,COL,Colombia,Drought,Drought,Heat wave|Water shortage|Wildfire,2024,1,,2024,6,,,,1143043.0,,1143043.0,,,,,"Boyaca, Cordoba, Cundinamarca, Huila, Santander, Sucre",COL,pressure_input,drought,2024,1,2024-01,13.949205437224128,0.0,0.909674851178163,0.0,0.4548,ok
