iso3,year,month,source_country,source_org,dest_org,sector,amount_usd,is_cerf,is_echo,country_role
CUB,2023,6,Saudi Arabia,"Saudi Arabia (Kingdom of), Government of","Cuba, Government of",Multi-sector,250000,False,False,tier1
CUB,2023,6,Multilateral,Multi-donor flexible humanitarian contribution (UNICEF Global Humanitarian Thematic),United Nations Children's Fund,Education,100000,False,False,tier1
CUB,2023,6,Multilateral,Multi-donor flexible humanitarian contribution (UNICEF Global Humanitarian Thematic),United Nations Children's Fund,Health,100000,False,False,tier1
CUB,2023,7,"Korea, Republic of","Korea, Republic of, Government of",United Nations Children's Fund,Health,300000,False,False,tier1
CUB,2023,8,Multilateral,World Food Programme,World Food Programme,Food Security,1873404,False,False,tier1
CUB,2023,8,Switzerland,"Switzerland, Government of",World Food Programme,Food Security,524659,False,False,tier1
CUB,2023,8,Germany,"Germany, Government of",World Food Programme,Food Security,514403,False,False,tier1
CUB,2023,8,Private,Private (individuals & organizations),World Food Programme,Food Security,500025,False,False,tier1
CUB,2023,8,Denmark,"Denmark, Government of",World Food Programme,Food Security,395000,False,False,tier1
CUB,2023,8,Cyprus,"Cyprus, Government of",World Food Programme,Food Security,21322,False,False,tier1
CUB,2023,10,Multilateral,UNICEF National Committee/Spain,United Nations Children's Fund,Education,149358,False,False,tier1
CUB,2024,2,Multilateral,UNICEF National Committee/Spain,United Nations Children's Fund,Education,97596,False,False,tier1
CUB,2024,3,United Kingdom,"United Kingdom, Government of",Food and Agriculture Organization of the United Nations,Agriculture,251233,False,False,tier1
CUB,2024,4,Multilateral,Multi-donor flexible humanitarian contribution (UNICEF Global Humanitarian Thematic),United Nations Children's Fund,Health,100000,False,False,tier1
CUB,2024,4,Canada,"Canada, Government of",International Federation of Red Cross and Red Crescent Societies,Water Sanitation Hygiene,21930,False,False,tier1
CUB,2024,6,"Korea, Republic of","Korea, Republic of, Government of",World Food Programme,Food Security,500000,False,False,tier1
CUB,2024,6,"Korea, Republic of","Korea, Republic of, Government of",World Food Programme,Logistics,500000,False,False,tier1
CUB,2024,6,Norway,"Norway, Government of",Norwegian Refugee Council,Coordination and support services,486268,False,False,tier1
CUB,2024,6,Canada,"Canada, Government of",CARE International,Water Sanitation Hygiene,247280,False,False,tier1
CUB,2024,6,Canada,"Canada, Government of",CARE Canada,Multi-sector,103950,False,False,tier1
CUB,2024,6,Canada,"Canada, Government of",International Federation of Red Cross and Red Crescent Societies,Water Sanitation Hygiene,63587,False,False,tier1
CUB,2024,6,Türkiye,"Türkiye, Government of","Cuba, Government of",Multipurpose Cash,20000,False,False,tier1
CUB,2024,10,Canada,"Canada, Government of",United Nations Children's Fund,Health,43457,False,False,tier1
CUB,2024,11,Multilateral,Central Emergency Response Fund,United Nations Development Programme,Emergency Shelter and NFI,2180000,True,False,tier1
CUB,2024,11,Multilateral,Central Emergency Response Fund,United Nations Children's Fund,Water Sanitation Hygiene,1604889,True,False,tier1
CUB,2024,11,Multilateral,Central Emergency Response Fund,World Health Organization,Health,1534559,True,False,tier1
CUB,2024,11,Multilateral,Central Emergency Response Fund,World Food Programme,Food Security,1120000,True,False,tier1
CUB,2024,11,Multilateral,Central Emergency Response Fund,Food and Agriculture Organization of the United Nations,Food Security,780024,True,False,tier1
CUB,2024,11,Multilateral,Central Emergency Response Fund,United Nations Population Fund,Health,430000,True,False,tier1
CUB,2024,11,Multilateral,Central Emergency Response Fund,United Nations Children's Fund,Education,299985,True,False,tier1
CUB,2024,11,Multilateral,Central Emergency Response Fund,International Organization for Migration,Emergency Shelter and NFI,250000,True,False,tier1
CUB,2024,12,Multilateral,Central Emergency Response Fund,World Food Programme,Food Security,1300000,True,False,tier1
DOM,2019,2,Canada,"Canada, Government of",United Nations High Commissioner for Refugees,Multi-sector,1490313,False,False,tier1
DOM,2019,2,United States,"United States of America, Government of",International Organization for Migration,Multi-sector,47050,False,False,tier1
DOM,2019,3,United States,"United States of America, Government of",United Nations High Commissioner for Refugees,Multi-sector,4100001,False,False,tier1
DOM,2019,3,United States,"United States of America, Government of",International Organization for Migration,Multi-sector,2025000,False,False,tier1
DOM,2019,3,Sweden,"Sweden, Government of",United Nations Children's Fund,Multi-sector,571994,False,False,tier1
DOM,2019,3,Sweden,"Sweden, Government of",International Organization for Migration,Multi-sector,147323,False,False,tier1
DOM,2019,3,Multilateral,International Labour Organization,International Labour Organization,Multi-sector,45664,False,False,tier1
DOM,2019,3,Multilateral,United States Fund for UNICEF,United Nations Children's Fund,Education,19800,False,False,tier1
DOM,2019,4,United States,"United States of America, Government of",United Nations Children's Fund,Multi-sector,900000,False,False,tier1
DOM,2019,4,Sweden,"Sweden, Government of",United Nations High Commissioner for Refugees,Unearmarked,549995,False,False,tier1
DOM,2019,4,New Zealand,"New Zealand, Government of",United Nations High Commissioner for Refugees,Unearmarked,341530,False,False,tier1
DOM,2019,4,Iceland,"Iceland, Government of",United Nations High Commissioner for Refugees,Unearmarked,249314,False,False,tier1
DOM,2019,4,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,17764,False,False,tier1
DOM,2019,5,United States,"United States of America, Government of",International Organization for Migration,Multi-sector,2450000,False,False,tier1
DOM,2019,5,Norway,"Norway, Government of",United Nations High Commissioner for Refugees,Unearmarked,574976,False,False,tier1
DOM,2019,6,Netherlands,"Netherlands, Government of",International Organization for Migration,Multi-sector,1453684,False,False,tier1
DOM,2019,6,Ireland,"Ireland, Government of",United Nations High Commissioner for Refugees,Unearmarked,1122334,False,False,tier1
DOM,2019,6,Multilateral,European Commission's Humanitarian Aid and Civil Protection Department,United Nations High Commissioner for Refugees,Multi-sector,1053864,False,True,tier1
DOM,2019,6,United States,"United States of America, Government of",United Nations High Commissioner for Refugees,Multi-sector,800001,False,False,tier1
DOM,2019,6,Canada,"Canada, Government of",World Health Organization,Health,379939,False,False,tier1
DOM,2019,7,Sweden,"Sweden, Government of",United Nations Children's Fund,Multi-sector,1077702,False,False,tier1
DOM,2019,7,New Zealand,"New Zealand, Government of",United Nations High Commissioner for Refugees,Unearmarked,334672,False,False,tier1
DOM,2019,9,United States,"United States of America, Government of",,Coordination and support services,1336248,False,False,tier1
DOM,2019,9,Multilateral,European Commission Directorate-General for International Partnerships (formerly EuropeAid DEVCO),International Organization for Migration,Unearmarked,24986,False,False,tier1
DOM,2019,10,United States,"United States of America, Government of",United Nations High Commissioner for Refugees,Multi-sector,2416977,False,False,tier1
DOM,2019,10,Multilateral,European Commission's Humanitarian Aid and Civil Protection Department,United Nations High Commissioner for Refugees,Multi-sector,357938,False,True,tier1
DOM,2019,10,United States,"United States of America, Government of",International Organization for Migration,Multi-sector,46733,False,False,tier1
DOM,2019,10,United States,"United States of America, Government of",International Organization for Migration,Protection,15760,False,False,tier1
DOM,2019,10,United States,"United States of America, Government of",International Organization for Migration,Coordination and support services,12507,False,False,tier1
DOM,2020,1,Norway,"Norway, Government of",United Nations High Commissioner for Refugees,Protection,666473,False,False,tier1
DOM,2020,2,Ireland,"Ireland, Government of",United Nations High Commissioner for Refugees,Multi-sector,1100110,False,False,tier1
DOM,2020,2,Sweden,"Sweden, Government of",United Nations High Commissioner for Refugees,Multi-sector,1037344,False,False,tier1
DOM,2020,2,Multilateral,European Commission,United Nations High Commissioner for Refugees,Multi-sector,154627,False,False,tier1
DOM,2020,2,Canada,Private (individuals & organizations),United Nations High Commissioner for Refugees,Multi-sector,70703,False,False,tier1
DOM,2020,2,Thailand,Private (individuals & organizations),United Nations High Commissioner for Refugees,Multi-sector,17212,False,False,tier1
DOM,2020,2,Spain,Private (individuals & organizations),United Nations High Commissioner for Refugees,Multi-sector,9812,False,False,tier1
DOM,2020,2,France,Private (individuals & organizations),United Nations High Commissioner for Refugees,Multi-sector,1051,False,False,tier1
DOM,2020,2,United Kingdom,Private (individuals & organizations),United Nations High Commissioner for Refugees,Multi-sector,762,False,False,tier1
DOM,2020,2,Netherlands,Private (individuals & organizations),United Nations High Commissioner for Refugees,Multi-sector,432,False,False,tier1
DOM,2020,2,China,Private (individuals & organizations),United Nations High Commissioner for Refugees,Multi-sector,361,False,False,tier1
DOM,2020,3,Canada,"Canada, Government of",International Organization for Migration,Unearmarked,656705,False,False,tier1
DOM,2020,3,Canada,"Canada, Government of",International Federation of Red Cross and Red Crescent Societies,Unearmarked,363636,False,False,tier1
DOM,2020,3,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Multi-sector,122341,False,False,tier1
DOM,2020,3,Multilateral,European Commission,United Nations High Commissioner for Refugees,Unearmarked,65153,False,False,tier1
DOM,2020,4,Multilateral,United Nations Children's Fund,United Nations Children's Fund,Multi-sector,3601502,False,False,tier1
DOM,2020,4,Canada,"Canada, Government of",World Health Organization,Health,1220131,False,False,tier1
DOM,2020,4,Canada,"Canada, Government of",United Nations High Commissioner for Refugees,Multi-sector,1090909,False,False,tier1
DOM,2020,4,Canada,"Canada, Government of",United Nations High Commissioner for Refugees,Unearmarked,1073729,False,False,tier1
DOM,2020,4,Canada,UNICEF National Committee/Canada,United Nations Children's Fund,Multi-sector,996545,False,False,tier1
DOM,2020,4,United States,United States Fund for UNICEF,United Nations Children's Fund,Multi-sector,142679,False,False,tier1
DOM,2020,4,Canada,"Canada, Government of",International Organization for Migration,Coordination and support services,60305,False,False,tier1
DOM,2020,4,Canada,"Canada, Government of",International Organization for Migration,Emergency Shelter and NFI,42972,False,False,tier1
DOM,2020,4,Canada,"Canada, Government of",International Organization for Migration,Health,13056,False,False,tier1
DOM,2020,5,United States,"United States of America, Government of",United Nations High Commissioner for Refugees,Multi-sector,1700000,False,False,tier1
DOM,2020,5,Norway,"Norway, Government of",United Nations High Commissioner for Refugees,Protection,700863,False,False,tier1
DOM,2020,5,Norway,"Norway, Government of",United Nations High Commissioner for Refugees,Unearmarked,406298,False,False,tier1
DOM,2020,5,Canada,"Canada, Government of",United Nations Children's Fund,Protection - Child Protection,380742,False,False,tier1
DOM,2020,5,Dominican Republic,Private (individuals & organizations),United Nations Children's Fund,Water Sanitation Hygiene,217508,False,False,tier1
DOM,2020,5,Multilateral,United Nations Population Fund,United Nations Population Fund,Multi-sector,156000,False,False,tier1
DOM,2020,5,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Multi-sector,17077,False,False,tier1
DOM,2020,6,Germany,"Germany, Government of",United Nations High Commissioner for Refugees,Multi-sector,7963595,False,False,tier1
DOM,2020,6,United States,"United States of America, Government of",United Nations Children's Fund,Unearmarked,1700000,False,False,tier1
DOM,2020,6,Norway,"Norway, Government of",United Nations High Commissioner for Refugees,Multi-sector,1589320,False,False,tier1
DOM,2020,6,United Arab Emirates,"United Arab Emirates, Government of","Dominican Republic, Government of",Health,1023600,False,False,tier1
DOM,2020,6,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Multi-sector,324779,False,False,tier1
DOM,2020,6,Multilateral,International Labour Organization,International Labour Organization,Unearmarked,106700,False,False,tier1
DOM,2020,6,Multilateral,European Commission Directorate-General for International Partnerships (formerly EuropeAid DEVCO),International Organization for Migration,Multi-sector,94218,False,False,tier1
DOM,2020,6,Multilateral,European Commission Directorate-General for International Partnerships (formerly EuropeAid DEVCO),International Labour Organization,Multi-sector,74887,False,False,tier1
DOM,2020,6,Estonia,"Estonia, Government of",United Nations High Commissioner for Refugees,Multi-sector,56883,False,False,tier1
DOM,2020,6,Multilateral,International Labour Organization,International Labour Organization,Multi-sector,51185,False,False,tier1
DOM,2020,6,Private,Private (individuals & organizations),United Nations Population Fund,Unearmarked,11007,False,False,tier1
DOM,2020,6,Private,Private (individuals & organizations),United Nations Population Fund,COVID-19,5352,False,False,tier1
DOM,2020,7,Germany,"Germany, Government of",United Nations High Commissioner for Refugees,Multi-sector,4545455,False,False,tier1
DOM,2020,7,Norway,"Norway, Government of",United Nations High Commissioner for Refugees,Protection,1655995,False,False,tier1
DOM,2020,7,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Multi-sector,576508,False,False,tier1
DOM,2020,7,Multilateral,European Commission's Humanitarian Aid and Civil Protection Department,United Nations High Commissioner for Refugees,Multi-sector,503396,False,True,tier1
DOM,2020,7,United Kingdom,"United Kingdom, Government of",United Nations Children's Fund,Unearmarked,205200,False,False,tier1
DOM,2020,7,Multilateral,European Commission's Humanitarian Aid and Civil Protection Department,United Nations High Commissioner for Refugees,Unearmarked,24723,False,True,tier1
DOM,2020,8,United Arab Emirates,"United Arab Emirates, Government of","Dominican Republic, Government of",Health,286286,False,False,tier1
DOM,2020,8,Private,Private (individuals & organizations),United Nations Population Fund,Unearmarked,9086,False,False,tier1
DOM,2020,9,Multilateral,European Commission Directorate-General for International Partnerships (formerly EuropeAid DEVCO),United Nations Human Settlements Programme (UN-HABITAT),Early Recovery,92491,False,False,tier1
DOM,2020,9,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Multi-sector,23675,False,False,tier1
DOM,2020,11,United States,"United States of America, Government of",United Nations High Commissioner for Refugees,Multi-sector,2500000,False,False,tier1
DOM,2020,11,United States,"United States of America, Government of",United Nations High Commissioner for Refugees,Unearmarked,600000,False,False,tier1
DOM,2020,11,Greece,"Greece, Government of",United Nations High Commissioner for Refugees,Unearmarked,35545,False,False,tier1
DOM,2020,11,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Multi-sector,17513,False,False,tier1
DOM,2020,11,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,7289,False,False,tier1
DOM,2020,12,Dominican Republic,European Commission Directorate-General for International Partnerships (formerly EuropeAid DEVCO),International Organization for Migration,Multi-sector,517327,False,False,tier1
DOM,2020,12,Multilateral,European Commission,United Nations High Commissioner for Refugees,Unearmarked,298686,False,False,tier1
DOM,2020,12,Multilateral,COVID-19 Humanitarian Thematic Fund,United Nations Children's Fund,Unearmarked,273394,False,False,tier1
DOM,2020,12,Dominican Republic,"Colombia, Government of",International Organization for Migration,Multi-sector,35000,False,False,tier1
DOM,2021,1,Multilateral,European Commission Directorate-General for International Partnerships (formerly EuropeAid DEVCO),United Nations Human Settlements Programme (UN-HABITAT),Early Recovery,234903,False,False,tier1
DOM,2021,1,United Kingdom,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,103950,False,False,tier1
DOM,2021,1,Thailand,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,2594,False,False,tier1
DOM,2021,1,Switzerland,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,821,False,False,tier1
DOM,2021,1,France,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,247,False,False,tier1
DOM,2021,1,Singapore,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,49,False,False,tier1
DOM,2021,1,Mexico,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,38,False,False,tier1
DOM,2021,2,Sweden,"Sweden, Government of",United Nations High Commissioner for Refugees,Unearmarked,7317659,False,False,tier1
DOM,2021,2,United States,"United States of America, Government of",United Nations High Commissioner for Refugees,Unearmarked,400000,False,False,tier1
DOM,2021,2,United Kingdom,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,7221,False,False,tier1
DOM,2021,2,Thailand,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,2686,False,False,tier1
DOM,2021,2,Switzerland,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,547,False,False,tier1
DOM,2021,2,Mexico,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,20,False,False,tier1
DOM,2021,3,Canada,"Canada, Government of",International Labour Organization,Unearmarked,50385,False,False,tier1
DOM,2021,3,United Kingdom,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,14505,False,False,tier1
DOM,2021,3,Canada,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,695,False,False,tier1
DOM,2021,3,France,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,246,False,False,tier1
DOM,2021,3,Mexico,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,47,False,False,tier1
DOM,2021,3,Belgium,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,10,False,False,tier1
DOM,2021,4,France,"France, Government of",United Nations High Commissioner for Refugees,Unearmarked,586166,False,False,tier1
DOM,2021,4,Qatar,Qatar Charity,Qatar Charity,COVID-19,290150,False,False,tier1
DOM,2021,4,Mexico,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,646,False,False,tier1
DOM,2021,4,France,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,606,False,False,tier1
DOM,2021,4,Switzerland,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,600,False,False,tier1
DOM,2021,4,Canada,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,513,False,False,tier1
DOM,2021,4,China,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,120,False,False,tier1
DOM,2021,4,United Kingdom,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,7,False,False,tier1
DOM,2021,6,United States,"United States of America, Government of",United Nations High Commissioner for Refugees,Unearmarked,2600000,False,False,tier1
DOM,2021,6,United States,"United States of America, Government of",International Organization for Migration,Emergency Shelter and NFI,1836430,False,False,tier1
DOM,2021,6,Multilateral,European Commission's Humanitarian Aid and Civil Protection Department,International Organization for Migration,Protection - Human Trafficking & Smuggling,552309,False,True,tier1
DOM,2021,6,United States,"United States of America, Government of",International Organization for Migration,Protection,390272,False,False,tier1
DOM,2021,6,Multilateral,International Labour Organization,International Labour Organization,Early Recovery,284040,False,False,tier1
DOM,2021,6,United States,"United States of America, Government of",International Organization for Migration,Early Recovery,136270,False,False,tier1
DOM,2021,6,Multilateral,European Commission Directorate-General for International Partnerships (formerly EuropeAid DEVCO),International Labour Organization,Early Recovery,127625,False,False,tier1
DOM,2021,6,Multilateral,European Commission Directorate-General for International Partnerships (formerly EuropeAid DEVCO),International Organization for Migration,Unearmarked,123550,False,False,tier1
DOM,2021,6,Estonia,"Estonia, Government of",International Organization for Migration,Early Recovery,59666,False,False,tier1
DOM,2021,6,United States,"United States of America, Government of",International Organization for Migration,Coordination and support services,44973,False,False,tier1
DOM,2021,6,Multilateral,Save the Children,Save the Children,Health,40000,False,False,tier1
DOM,2021,6,Multilateral,Save the Children,Save the Children,Nutrition,40000,False,False,tier1
DOM,2021,6,United States,"United States of America, Government of",International Organization for Migration,Multi-sector,38602,False,False,tier1
DOM,2021,6,United States,"United States of America, Government of",International Organization for Migration,Food Security,36887,False,False,tier1
DOM,2021,6,Multilateral,European Commission's Humanitarian Aid and Civil Protection Department,International Organization for Migration,Health,36620,False,True,tier1
DOM,2021,6,United States,"United States of America, Government of",International Organization for Migration,Health,28594,False,False,tier1
DOM,2021,6,United States,"United States of America, Government of",International Organization for Migration,Protection - Child Protection,23985,False,False,tier1
DOM,2021,6,United States,"United States of America, Government of",International Organization for Migration,Protection - Human Trafficking & Smuggling,14991,False,False,tier1
DOM,2021,6,France,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,505,False,False,tier1
DOM,2021,6,Canada,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,425,False,False,tier1
DOM,2021,6,Belgium,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,6,False,False,tier1
DOM,2021,7,Ireland,"Ireland, Government of",United Nations High Commissioner for Refugees,Unearmarked,1193317,False,False,tier1
DOM,2021,7,Norway,"Norway, Government of",United Nations High Commissioner for Refugees,Unearmarked,880592,False,False,tier1
DOM,2021,7,China,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,7058,False,False,tier1
DOM,2021,7,Switzerland,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,1278,False,False,tier1
DOM,2021,7,United Kingdom,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,427,False,False,tier1
DOM,2021,7,Italy,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,72,False,False,tier1
DOM,2021,7,Mexico,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,28,False,False,tier1
DOM,2021,8,Multilateral,European Commission Directorate-General for International Partnerships (formerly EuropeAid DEVCO),International Organization for Migration,Early Recovery,133099,False,False,tier1
DOM,2021,8,Switzerland,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,4,False,False,tier1
DOM,2021,9,United States,Citigroup,International Organization for Migration,Early Recovery,39413,False,False,tier1
DOM,2022,1,United States,"United States of America, Government of",International Organization for Migration,Coordination and support services,3200000,False,False,tier1
DOM,2022,1,Sweden,"Sweden, Government of",International Organization for Migration,Early Recovery,1318971,False,False,tier1
DOM,2022,1,United States,"United States of America, Government of",International Organization for Migration,Protection,336293,False,False,tier1
DOM,2022,1,United States,"United States of America, Government of",United Nations Children's Fund,Protection - Child Protection,180288,False,False,tier1
DOM,2022,1,United States,"United States of America, Government of",International Organization for Migration,Early Recovery,56695,False,False,tier1
DOM,2022,1,Multilateral,European Commission Directorate-General for International Partnerships (formerly EuropeAid DEVCO),International Organization for Migration,Early Recovery,29281,False,False,tier1
DOM,2022,1,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,592,False,False,tier1
DOM,2022,2,Japan,"Japan, Government of",Multi-donor flexible humanitarian contribution (UNICEF Regional Humanitarian Thematic),Health,10000000,False,False,tier1
DOM,2022,2,United States,"United States of America, Government of",United Nations High Commissioner for Refugees,Emergency Shelter and NFI,1800000,False,False,tier1
DOM,2022,2,United States,"United States of America, Government of",United Nations Children's Fund,Coordination and support services,460000,False,False,tier1
DOM,2022,2,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,2213,False,False,tier1
DOM,2022,3,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,1164653,False,False,tier1
DOM,2022,3,Colombia,"Colombia, Government of",International Organization for Migration,Coordination and support services,986195,False,False,tier1
DOM,2022,4,France,"France, Government of",United Nations High Commissioner for Refugees,Unearmarked,1086957,False,False,tier1
DOM,2022,4,United States,"United States of America, Government of",United Nations High Commissioner for Refugees,Multipurpose Cash,700000,False,False,tier1
DOM,2022,4,United States,"United States of America, Government of",United Nations High Commissioner for Refugees,Protection,400000,False,False,tier1
DOM,2022,4,Colombia,"Colombia, Government of",United Nations High Commissioner for Refugees,Unearmarked,50000,False,False,tier1
DOM,2022,4,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,923,False,False,tier1
DOM,2022,5,Norway,"Norway, Government of",United Nations High Commissioner for Refugees,Unearmarked,621826,False,False,tier1
DOM,2022,5,United States,"United States of America, Government of",International Organization for Migration,Multipurpose Cash,80420,False,False,tier1
DOM,2022,5,United States,"United States of America, Government of",International Organization for Migration,Coordination and support services,77052,False,False,tier1
DOM,2022,5,Multilateral,European Commission's Humanitarian Aid and Civil Protection Department,United Nations Children's Fund,Protection - Child Protection,67965,False,True,tier1
DOM,2022,5,United States,"United States of America, Government of",International Organization for Migration,Emergency Shelter and NFI,57290,False,False,tier1
DOM,2022,5,United States,"United States of America, Government of",International Organization for Migration,Food Security,42125,False,False,tier1
DOM,2022,5,United States,"United States of America, Government of",International Organization for Migration,Health,41125,False,False,tier1
DOM,2022,5,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,717,False,False,tier1
DOM,2022,6,Ireland,"Ireland, Government of",United Nations High Commissioner for Refugees,Unearmarked,2252252,False,False,tier1
DOM,2022,6,Luxembourg,"Luxembourg, Government of",United Nations High Commissioner for Refugees,Unearmarked,233100,False,False,tier1
DOM,2022,6,Multilateral,European Commission Directorate-General for International Partnerships (formerly EuropeAid DEVCO),International Labour Organization,Early Recovery,197530,False,False,tier1
DOM,2022,6,United States,"United States of America, Government of",United Nations Children's Fund,Protection - Child Protection,130000,False,False,tier1
DOM,2022,6,Multilateral,UN Joint SDG Fund,Food and Agriculture Organization of the United Nations,Food Security,87626,False,False,tier1
DOM,2022,6,Spain,"Spain, Government of",International Organization for Migration,Coordination and support services,63125,False,False,tier1
DOM,2022,6,Spain,"Spain, Government of",International Organization for Migration,Emergency Shelter and NFI,54108,False,False,tier1
DOM,2022,6,Canada,"Canada, Government of",International Labour Organization,Early Recovery,36779,False,False,tier1
DOM,2022,6,Multilateral,European Commission Directorate-General for International Partnerships (formerly EuropeAid DEVCO),International Organization for Migration,Unearmarked,30056,False,False,tier1
DOM,2022,6,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,932,False,False,tier1
DOM,2022,7,Multilateral,Queen's University,International Organization for Migration,Protection - Gender-Based Violence,70895,False,False,tier1
DOM,2022,7,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,703,False,False,tier1
DOM,2022,8,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Unearmarked,59302,False,False,tier1
DOM,2022,9,United States,"United States of America, Government of",CitiHope International,Food Security,224496,False,False,tier1
DOM,2022,9,United States,"United States of America, Government of",Batey Relief Alliance,Food Security,200000,False,False,tier1
DOM,2022,10,Multilateral,European Commission's Humanitarian Aid and Civil Protection Department,United Nations High Commissioner for Refugees,Multipurpose Cash,340478,False,True,tier1
DOM,2022,11,Germany,"Germany, Government of",United Nations High Commissioner for Refugees,Emergency Shelter and NFI,3600823,False,False,tier1
DOM,2022,11,Netherlands,"Netherlands, Government of",United Nations High Commissioner for Refugees,Protection - Gender-Based Violence,1028807,False,False,tier1
DOM,2022,11,Sweden,"Sweden, Government of",International Labour Organization,Early Recovery,441011,False,False,tier1
DOM,2022,12,Private,Private (individuals & organizations),United Nations High Commissioner for Refugees,Multipurpose Cash,5303,False,False,tier1
DOM,2023,3,United States,United States Department of State,United Nations High Commissioner for Refugees,Multi-sector,400000,False,False,tier1
DOM,2023,3,Multilateral,European Commission's Humanitarian Aid and Civil Protection Department,United Nations Children's Fund,Protection - Child Protection,267666,False,True,tier1
DOM,2023,3,Canada,"Canada, Government of",International Organization for Migration,Protection - Human Trafficking & Smuggling,263090,False,False,tier1
DOM,2023,3,Italy,"Italy, Government of",International Organization for Migration,Protection,196078,False,False,tier1
DOM,2023,4,United States,United States Department of State,United Nations Children's Fund,Protection - Child Protection,885865,False,False,tier1
DOM,2023,4,Spain,"Spain, Government of",International Organization for Migration,Protection - Human Trafficking & Smuggling,85645,False,False,tier1
DOM,2023,4,Spain,"Spain, Government of",International Organization for Migration,Health,56844,False,False,tier1
DOM,2023,5,United States,United States Department of State,United Nations High Commissioner for Refugees,Multi-sector,1700000,False,False,tier1
DOM,2023,5,United States,"United States of America, Government of",World Food Programme,Food Security,900000,False,False,tier1
DOM,2023,5,Cyprus,"Cyprus, Government of",United Nations High Commissioner for Refugees,Multipurpose Cash,10905,False,False,tier1
DOM,2023,6,Ireland,"Ireland, Government of",United Nations High Commissioner for Refugees,Coordination and support services,2068252,False,False,tier1
DOM,2023,6,Multilateral,European Commission's Humanitarian Aid and Civil Protection Department,World Food Programme,Food Security,2047570,False,True,tier1
DOM,2023,6,Sweden,"Sweden, Government of",International Organization for Migration,Early Recovery,1703671,False,False,tier1
DOM,2023,6,Canada,"Canada, Government of",United Nations High Commissioner for Refugees,Coordination and support services,1569859,False,False,tier1
DOM,2023,6,Sweden,"Sweden, Government of",International Labour Organization,Early Recovery,970151,False,False,tier1
DOM,2023,6,United States,"United States of America, Government of",International Organization for Migration,Coordination and support services,827378,False,False,tier1
DOM,2023,6,Multilateral,European Commission's Humanitarian Aid and Civil Protection Department,World Food Programme,Other,611612,False,True,tier1
DOM,2023,6,Multilateral,European Commission's Humanitarian Aid and Civil Protection Department,Danish Refugee Council,Protection,393742,False,True,tier1
DOM,2023,6,Canada,"Canada, Government of",Humanitarian Coalition,Other,260999,False,False,tier1
