year,ISO3,total_refugees_in,total_asylum_seekers_in,total_displaced_in,total_idps,n_origin_countries,total_refugees_out,total_asylum_seekers_out,total_displaced_out,n_destination_countries,net_displacement_pressure,month,year_month,monthly_displaced_in_baseline,monthly_displaced_out_baseline,monthly_pressure_baseline,displacement_source,country_role
2019,BHS,10.0,13.0,23.0,0.0,3.0,501,528,1029,5,1052.0,1,2019-01,1.92,85.75,87.67,unhcr_annual_proxy,tier1
2019,BHS,10.0,13.0,23.0,0.0,3.0,501,528,1029,5,1052.0,2,2019-02,1.92,85.75,87.67,unhcr_annual_proxy,tier1
2019,BHS,10.0,13.0,23.0,0.0,3.0,501,528,1029,5,1052.0,3,2019-03,1.92,85.75,87.67,unhcr_annual_proxy,tier1
2019,BHS,10.0,13.0,23.0,0.0,3.0,501,528,1029,5,1052.0,4,2019-04,1.92,85.75,87.67,unhcr_annual_proxy,tier1
2019,BHS,10.0,13.0,23.0,0.0,3.0,501,528,1029,5,1052.0,5,2019-05,1.92,85.75,87.67,unhcr_annual_proxy,tier1
2019,BHS,10.0,13.0,23.0,0.0,3.0,501,528,1029,5,1052.0,6,2019-06,1.92,85.75,87.67,unhcr_annual_proxy,tier1
2019,BHS,10.0,13.0,23.0,0.0,3.0,501,528,1029,5,1052.0,7,2019-07,1.92,85.75,87.67,unhcr_annual_proxy,tier1
2019,BHS,10.0,13.0,23.0,0.0,3.0,501,528,1029,5,1052.0,8,2019-08,1.92,85.75,87.67,unhcr_annual_proxy,tier1
2019,BHS,10.0,13.0,23.0,0.0,3.0,501,528,1029,5,1052.0,9,2019-09,1.92,85.75,87.67,unhcr_annual_proxy,tier1
2019,BHS,10.0,13.0,23.0,0.0,3.0,501,528,1029,5,1052.0,10,2019-10,1.92,85.75,87.67,unhcr_annual_proxy,tier1
2019,BHS,10.0,13.0,23.0,0.0,3.0,501,528,1029,5,1052.0,11,2019-11,1.92,85.75,87.67,unhcr_annual_proxy,tier1
2019,BHS,10.0,13.0,23.0,0.0,3.0,501,528,1029,5,1052.0,12,2019-12,1.92,85.75,87.67,unhcr_annual_proxy,tier1
2020,BHS,15.0,13.0,28.0,0.0,5.0,534,695,1229,3,1257.0,1,2020-01,2.33,102.42,104.75,unhcr_annual_proxy,tier1
2020,BHS,15.0,13.0,28.0,0.0,5.0,534,695,1229,3,1257.0,2,2020-02,2.33,102.42,104.75,unhcr_annual_proxy,tier1
2020,BHS,15.0,13.0,28.0,0.0,5.0,534,695,1229,3,1257.0,3,2020-03,2.33,102.42,104.75,unhcr_annual_proxy,tier1
2020,BHS,15.0,13.0,28.0,0.0,5.0,534,695,1229,3,1257.0,4,2020-04,2.33,102.42,104.75,unhcr_annual_proxy,tier1
2020,BHS,15.0,13.0,28.0,0.0,5.0,534,695,1229,3,1257.0,5,2020-05,2.33,102.42,104.75,unhcr_annual_proxy,tier1
2020,BHS,15.0,13.0,28.0,0.0,5.0,534,695,1229,3,1257.0,6,2020-06,2.33,102.42,104.75,unhcr_annual_proxy,tier1
2020,BHS,15.0,13.0,28.0,0.0,5.0,534,695,1229,3,1257.0,7,2020-07,2.33,102.42,104.75,unhcr_annual_proxy,tier1
2020,BHS,15.0,13.0,28.0,0.0,5.0,534,695,1229,3,1257.0,8,2020-08,2.33,102.42,104.75,unhcr_annual_proxy,tier1
2020,BHS,15.0,13.0,28.0,0.0,5.0,534,695,1229,3,1257.0,9,2020-09,2.33,102.42,104.75,unhcr_annual_proxy,tier1
2020,BHS,15.0,13.0,28.0,0.0,5.0,534,695,1229,3,1257.0,10,2020-10,2.33,102.42,104.75,unhcr_annual_proxy,tier1
2020,BHS,15.0,13.0,28.0,0.0,5.0,534,695,1229,3,1257.0,11,2020-11,2.33,102.42,104.75,unhcr_annual_proxy,tier1
2020,BHS,15.0,13.0,28.0,0.0,5.0,534,695,1229,3,1257.0,12,2020-12,2.33,102.42,104.75,unhcr_annual_proxy,tier1
2021,BHS,10.0,13.0,23.0,0.0,4.0,736,658,1394,3,1417.0,1,2021-01,1.92,116.17,118.08,unhcr_annual_proxy,tier1
2021,BHS,10.0,13.0,23.0,0.0,4.0,736,658,1394,3,1417.0,2,2021-02,1.92,116.17,118.08,unhcr_annual_proxy,tier1
2021,BHS,10.0,13.0,23.0,0.0,4.0,736,658,1394,3,1417.0,3,2021-03,1.92,116.17,118.08,unhcr_annual_proxy,tier1
2021,BHS,10.0,13.0,23.0,0.0,4.0,736,658,1394,3,1417.0,4,2021-04,1.92,116.17,118.08,unhcr_annual_proxy,tier1
2021,BHS,10.0,13.0,23.0,0.0,4.0,736,658,1394,3,1417.0,5,2021-05,1.92,116.17,118.08,unhcr_annual_proxy,tier1
2021,BHS,10.0,13.0,23.0,0.0,4.0,736,658,1394,3,1417.0,6,2021-06,1.92,116.17,118.08,unhcr_annual_proxy,tier1
2021,BHS,10.0,13.0,23.0,0.0,4.0,736,658,1394,3,1417.0,7,2021-07,1.92,116.17,118.08,unhcr_annual_proxy,tier1
2021,BHS,10.0,13.0,23.0,0.0,4.0,736,658,1394,3,1417.0,8,2021-08,1.92,116.17,118.08,unhcr_annual_proxy,tier1
2021,BHS,10.0,13.0,23.0,0.0,4.0,736,658,1394,3,1417.0,9,2021-09,1.92,116.17,118.08,unhcr_annual_proxy,tier1
2021,BHS,10.0,13.0,23.0,0.0,4.0,736,658,1394,3,1417.0,10,2021-10,1.92,116.17,118.08,unhcr_annual_proxy,tier1
2021,BHS,10.0,13.0,23.0,0.0,4.0,736,658,1394,3,1417.0,11,2021-11,1.92,116.17,118.08,unhcr_annual_proxy,tier1
2021,BHS,10.0,13.0,23.0,0.0,4.0,736,658,1394,3,1417.0,12,2021-12,1.92,116.17,118.08,unhcr_annual_proxy,tier1
2022,BHS,10.0,31.0,41.0,0.0,7.0,781,1210,1991,3,2032.0,1,2022-01,3.42,165.92,169.33,unhcr_annual_proxy,tier1
2022,BHS,10.0,31.0,41.0,0.0,7.0,781,1210,1991,3,2032.0,2,2022-02,3.42,165.92,169.33,unhcr_annual_proxy,tier1
2022,BHS,10.0,31.0,41.0,0.0,7.0,781,1210,1991,3,2032.0,3,2022-03,3.42,165.92,169.33,unhcr_annual_proxy,tier1
2022,BHS,10.0,31.0,41.0,0.0,7.0,781,1210,1991,3,2032.0,4,2022-04,3.42,165.92,169.33,unhcr_annual_proxy,tier1
2022,BHS,10.0,31.0,41.0,0.0,7.0,781,1210,1991,3,2032.0,5,2022-05,3.42,165.92,169.33,unhcr_annual_proxy,tier1
2022,BHS,10.0,31.0,41.0,0.0,7.0,781,1210,1991,3,2032.0,6,2022-06,3.42,165.92,169.33,unhcr_annual_proxy,tier1
2022,BHS,10.0,31.0,41.0,0.0,7.0,781,1210,1991,3,2032.0,7,2022-07,3.42,165.92,169.33,unhcr_annual_proxy,tier1
2022,BHS,10.0,31.0,41.0,0.0,7.0,781,1210,1991,3,2032.0,8,2022-08,3.42,165.92,169.33,unhcr_annual_proxy,tier1
2022,BHS,10.0,31.0,41.0,0.0,7.0,781,1210,1991,3,2032.0,9,2022-09,3.42,165.92,169.33,unhcr_annual_proxy,tier1
2022,BHS,10.0,31.0,41.0,0.0,7.0,781,1210,1991,3,2032.0,10,2022-10,3.42,165.92,169.33,unhcr_annual_proxy,tier1
2022,BHS,10.0,31.0,41.0,0.0,7.0,781,1210,1991,3,2032.0,11,2022-11,3.42,165.92,169.33,unhcr_annual_proxy,tier1
2022,BHS,10.0,31.0,41.0,0.0,7.0,781,1210,1991,3,2032.0,12,2022-12,3.42,165.92,169.33,unhcr_annual_proxy,tier1
2023,BHS,0.0,31.0,31.0,0.0,5.0,1067,1825,2892,3,2923.0,1,2023-01,2.58,241.0,243.58,unhcr_annual_proxy,tier1
2023,BHS,0.0,31.0,31.0,0.0,5.0,1067,1825,2892,3,2923.0,2,2023-02,2.58,241.0,243.58,unhcr_annual_proxy,tier1
2023,BHS,0.0,31.0,31.0,0.0,5.0,1067,1825,2892,3,2923.0,3,2023-03,2.58,241.0,243.58,unhcr_annual_proxy,tier1
2023,BHS,0.0,31.0,31.0,0.0,5.0,1067,1825,2892,3,2923.0,4,2023-04,2.58,241.0,243.58,unhcr_annual_proxy,tier1
2023,BHS,0.0,31.0,31.0,0.0,5.0,1067,1825,2892,3,2923.0,5,2023-05,2.58,241.0,243.58,unhcr_annual_proxy,tier1
2023,BHS,0.0,31.0,31.0,0.0,5.0,1067,1825,2892,3,2923.0,6,2023-06,2.58,241.0,243.58,unhcr_annual_proxy,tier1
2023,BHS,0.0,31.0,31.0,0.0,5.0,1067,1825,2892,3,2923.0,7,2023-07,2.58,241.0,243.58,unhcr_annual_proxy,tier1
2023,BHS,0.0,31.0,31.0,0.0,5.0,1067,1825,2892,3,2923.0,8,2023-08,2.58,241.0,243.58,unhcr_annual_proxy,tier1
2023,BHS,0.0,31.0,31.0,0.0,5.0,1067,1825,2892,3,2923.0,9,2023-09,2.58,241.0,243.58,unhcr_annual_proxy,tier1
2023,BHS,0.0,31.0,31.0,0.0,5.0,1067,1825,2892,3,2923.0,10,2023-10,2.58,241.0,243.58,unhcr_annual_proxy,tier1
2023,BHS,0.0,31.0,31.0,0.0,5.0,1067,1825,2892,3,2923.0,11,2023-11,2.58,241.0,243.58,unhcr_annual_proxy,tier1
2023,BHS,0.0,31.0,31.0,0.0,5.0,1067,1825,2892,3,2923.0,12,2023-12,2.58,241.0,243.58,unhcr_annual_proxy,tier1
2024,BHS,10.0,20.0,30.0,0.0,4.0,1449,2607,4056,4,4086.0,1,2024-01,2.5,338.0,340.5,unhcr_annual_proxy,tier1
2024,BHS,10.0,20.0,30.0,0.0,4.0,1449,2607,4056,4,4086.0,2,2024-02,2.5,338.0,340.5,unhcr_annual_proxy,tier1
2024,BHS,10.0,20.0,30.0,0.0,4.0,1449,2607,4056,4,4086.0,3,2024-03,2.5,338.0,340.5,unhcr_annual_proxy,tier1
2024,BHS,10.0,20.0,30.0,0.0,4.0,1449,2607,4056,4,4086.0,4,2024-04,2.5,338.0,340.5,unhcr_annual_proxy,tier1
2024,BHS,10.0,20.0,30.0,0.0,4.0,1449,2607,4056,4,4086.0,5,2024-05,2.5,338.0,340.5,unhcr_annual_proxy,tier1
2024,BHS,10.0,20.0,30.0,0.0,4.0,1449,2607,4056,4,4086.0,6,2024-06,2.5,338.0,340.5,unhcr_annual_proxy,tier1
2024,BHS,10.0,20.0,30.0,0.0,4.0,1449,2607,4056,4,4086.0,7,2024-07,2.5,338.0,340.5,unhcr_annual_proxy,tier1
2024,BHS,10.0,20.0,30.0,0.0,4.0,1449,2607,4056,4,4086.0,8,2024-08,2.5,338.0,340.5,unhcr_annual_proxy,tier1
2024,BHS,10.0,20.0,30.0,0.0,4.0,1449,2607,4056,4,4086.0,9,2024-09,2.5,338.0,340.5,unhcr_annual_proxy,tier1
2024,BHS,10.0,20.0,30.0,0.0,4.0,1449,2607,4056,4,4086.0,10,2024-10,2.5,338.0,340.5,unhcr_annual_proxy,tier1
2024,BHS,10.0,20.0,30.0,0.0,4.0,1449,2607,4056,4,4086.0,11,2024-11,2.5,338.0,340.5,unhcr_annual_proxy,tier1
2024,BHS,10.0,20.0,30.0,0.0,4.0,1449,2607,4056,4,4086.0,12,2024-12,2.5,338.0,340.5,unhcr_annual_proxy,tier1
2019,BLZ,29.0,2144.0,2173.0,0.0,7.0,73,278,351,5,2524.0,1,2019-01,181.08,29.25,210.33,unhcr_annual_proxy,tier1
2019,BLZ,29.0,2144.0,2173.0,0.0,7.0,73,278,351,5,2524.0,2,2019-02,181.08,29.25,210.33,unhcr_annual_proxy,tier1
2019,BLZ,29.0,2144.0,2173.0,0.0,7.0,73,278,351,5,2524.0,3,2019-03,181.08,29.25,210.33,unhcr_annual_proxy,tier1
2019,BLZ,29.0,2144.0,2173.0,0.0,7.0,73,278,351,5,2524.0,4,2019-04,181.08,29.25,210.33,unhcr_annual_proxy,tier1
2019,BLZ,29.0,2144.0,2173.0,0.0,7.0,73,278,351,5,2524.0,5,2019-05,181.08,29.25,210.33,unhcr_annual_proxy,tier1
2019,BLZ,29.0,2144.0,2173.0,0.0,7.0,73,278,351,5,2524.0,6,2019-06,181.08,29.25,210.33,unhcr_annual_proxy,tier1
2019,BLZ,29.0,2144.0,2173.0,0.0,7.0,73,278,351,5,2524.0,7,2019-07,181.08,29.25,210.33,unhcr_annual_proxy,tier1
2019,BLZ,29.0,2144.0,2173.0,0.0,7.0,73,278,351,5,2524.0,8,2019-08,181.08,29.25,210.33,unhcr_annual_proxy,tier1
2019,BLZ,29.0,2144.0,2173.0,0.0,7.0,73,278,351,5,2524.0,9,2019-09,181.08,29.25,210.33,unhcr_annual_proxy,tier1
2019,BLZ,29.0,2144.0,2173.0,0.0,7.0,73,278,351,5,2524.0,10,2019-10,181.08,29.25,210.33,unhcr_annual_proxy,tier1
2019,BLZ,29.0,2144.0,2173.0,0.0,7.0,73,278,351,5,2524.0,11,2019-11,181.08,29.25,210.33,unhcr_annual_proxy,tier1
2019,BLZ,29.0,2144.0,2173.0,0.0,7.0,73,278,351,5,2524.0,12,2019-12,181.08,29.25,210.33,unhcr_annual_proxy,tier1
2020,BLZ,29.0,2249.0,2278.0,0.0,7.0,68,314,382,4,2660.0,1,2020-01,189.83,31.83,221.67,unhcr_annual_proxy,tier1
2020,BLZ,29.0,2249.0,2278.0,0.0,7.0,68,314,382,4,2660.0,2,2020-02,189.83,31.83,221.67,unhcr_annual_proxy,tier1
2020,BLZ,29.0,2249.0,2278.0,0.0,7.0,68,314,382,4,2660.0,3,2020-03,189.83,31.83,221.67,unhcr_annual_proxy,tier1
2020,BLZ,29.0,2249.0,2278.0,0.0,7.0,68,314,382,4,2660.0,4,2020-04,189.83,31.83,221.67,unhcr_annual_proxy,tier1
2020,BLZ,29.0,2249.0,2278.0,0.0,7.0,68,314,382,4,2660.0,5,2020-05,189.83,31.83,221.67,unhcr_annual_proxy,tier1
2020,BLZ,29.0,2249.0,2278.0,0.0,7.0,68,314,382,4,2660.0,6,2020-06,189.83,31.83,221.67,unhcr_annual_proxy,tier1
2020,BLZ,29.0,2249.0,2278.0,0.0,7.0,68,314,382,4,2660.0,7,2020-07,189.83,31.83,221.67,unhcr_annual_proxy,tier1
2020,BLZ,29.0,2249.0,2278.0,0.0,7.0,68,314,382,4,2660.0,8,2020-08,189.83,31.83,221.67,unhcr_annual_proxy,tier1
2020,BLZ,29.0,2249.0,2278.0,0.0,7.0,68,314,382,4,2660.0,9,2020-09,189.83,31.83,221.67,unhcr_annual_proxy,tier1
2020,BLZ,29.0,2249.0,2278.0,0.0,7.0,68,314,382,4,2660.0,10,2020-10,189.83,31.83,221.67,unhcr_annual_proxy,tier1
2020,BLZ,29.0,2249.0,2278.0,0.0,7.0,68,314,382,4,2660.0,11,2020-11,189.83,31.83,221.67,unhcr_annual_proxy,tier1
2020,BLZ,29.0,2249.0,2278.0,0.0,7.0,68,314,382,4,2660.0,12,2020-12,189.83,31.83,221.67,unhcr_annual_proxy,tier1
2021,BLZ,86.0,2015.0,2101.0,0.0,7.0,81,369,450,5,2551.0,1,2021-01,175.08,37.5,212.58,unhcr_annual_proxy,tier1
2021,BLZ,86.0,2015.0,2101.0,0.0,7.0,81,369,450,5,2551.0,2,2021-02,175.08,37.5,212.58,unhcr_annual_proxy,tier1
2021,BLZ,86.0,2015.0,2101.0,0.0,7.0,81,369,450,5,2551.0,3,2021-03,175.08,37.5,212.58,unhcr_annual_proxy,tier1
2021,BLZ,86.0,2015.0,2101.0,0.0,7.0,81,369,450,5,2551.0,4,2021-04,175.08,37.5,212.58,unhcr_annual_proxy,tier1
2021,BLZ,86.0,2015.0,2101.0,0.0,7.0,81,369,450,5,2551.0,5,2021-05,175.08,37.5,212.58,unhcr_annual_proxy,tier1
2021,BLZ,86.0,2015.0,2101.0,0.0,7.0,81,369,450,5,2551.0,6,2021-06,175.08,37.5,212.58,unhcr_annual_proxy,tier1
2021,BLZ,86.0,2015.0,2101.0,0.0,7.0,81,369,450,5,2551.0,7,2021-07,175.08,37.5,212.58,unhcr_annual_proxy,tier1
2021,BLZ,86.0,2015.0,2101.0,0.0,7.0,81,369,450,5,2551.0,8,2021-08,175.08,37.5,212.58,unhcr_annual_proxy,tier1
2021,BLZ,86.0,2015.0,2101.0,0.0,7.0,81,369,450,5,2551.0,9,2021-09,175.08,37.5,212.58,unhcr_annual_proxy,tier1
2021,BLZ,86.0,2015.0,2101.0,0.0,7.0,81,369,450,5,2551.0,10,2021-10,175.08,37.5,212.58,unhcr_annual_proxy,tier1
2021,BLZ,86.0,2015.0,2101.0,0.0,7.0,81,369,450,5,2551.0,11,2021-11,175.08,37.5,212.58,unhcr_annual_proxy,tier1
2021,BLZ,86.0,2015.0,2101.0,0.0,7.0,81,369,450,5,2551.0,12,2021-12,175.08,37.5,212.58,unhcr_annual_proxy,tier1
2022,BLZ,145.0,1982.0,2127.0,0.0,7.0,65,481,546,5,2673.0,1,2022-01,177.25,45.5,222.75,unhcr_annual_proxy,tier1
2022,BLZ,145.0,1982.0,2127.0,0.0,7.0,65,481,546,5,2673.0,2,2022-02,177.25,45.5,222.75,unhcr_annual_proxy,tier1
2022,BLZ,145.0,1982.0,2127.0,0.0,7.0,65,481,546,5,2673.0,3,2022-03,177.25,45.5,222.75,unhcr_annual_proxy,tier1
2022,BLZ,145.0,1982.0,2127.0,0.0,7.0,65,481,546,5,2673.0,4,2022-04,177.25,45.5,222.75,unhcr_annual_proxy,tier1
2022,BLZ,145.0,1982.0,2127.0,0.0,7.0,65,481,546,5,2673.0,5,2022-05,177.25,45.5,222.75,unhcr_annual_proxy,tier1
2022,BLZ,145.0,1982.0,2127.0,0.0,7.0,65,481,546,5,2673.0,6,2022-06,177.25,45.5,222.75,unhcr_annual_proxy,tier1
2022,BLZ,145.0,1982.0,2127.0,0.0,7.0,65,481,546,5,2673.0,7,2022-07,177.25,45.5,222.75,unhcr_annual_proxy,tier1
2022,BLZ,145.0,1982.0,2127.0,0.0,7.0,65,481,546,5,2673.0,8,2022-08,177.25,45.5,222.75,unhcr_annual_proxy,tier1
2022,BLZ,145.0,1982.0,2127.0,0.0,7.0,65,481,546,5,2673.0,9,2022-09,177.25,45.5,222.75,unhcr_annual_proxy,tier1
2022,BLZ,145.0,1982.0,2127.0,0.0,7.0,65,481,546,5,2673.0,10,2022-10,177.25,45.5,222.75,unhcr_annual_proxy,tier1
2022,BLZ,145.0,1982.0,2127.0,0.0,7.0,65,481,546,5,2673.0,11,2022-11,177.25,45.5,222.75,unhcr_annual_proxy,tier1
2022,BLZ,145.0,1982.0,2127.0,0.0,7.0,65,481,546,5,2673.0,12,2022-12,177.25,45.5,222.75,unhcr_annual_proxy,tier1
2023,BLZ,214.0,1973.0,2187.0,0.0,7.0,72,976,1048,4,3235.0,1,2023-01,182.25,87.33,269.58,unhcr_annual_proxy,tier1
2023,BLZ,214.0,1973.0,2187.0,0.0,7.0,72,976,1048,4,3235.0,2,2023-02,182.25,87.33,269.58,unhcr_annual_proxy,tier1
2023,BLZ,214.0,1973.0,2187.0,0.0,7.0,72,976,1048,4,3235.0,3,2023-03,182.25,87.33,269.58,unhcr_annual_proxy,tier1
2023,BLZ,214.0,1973.0,2187.0,0.0,7.0,72,976,1048,4,3235.0,4,2023-04,182.25,87.33,269.58,unhcr_annual_proxy,tier1
2023,BLZ,214.0,1973.0,2187.0,0.0,7.0,72,976,1048,4,3235.0,5,2023-05,182.25,87.33,269.58,unhcr_annual_proxy,tier1
2023,BLZ,214.0,1973.0,2187.0,0.0,7.0,72,976,1048,4,3235.0,6,2023-06,182.25,87.33,269.58,unhcr_annual_proxy,tier1
2023,BLZ,214.0,1973.0,2187.0,0.0,7.0,72,976,1048,4,3235.0,7,2023-07,182.25,87.33,269.58,unhcr_annual_proxy,tier1
2023,BLZ,214.0,1973.0,2187.0,0.0,7.0,72,976,1048,4,3235.0,8,2023-08,182.25,87.33,269.58,unhcr_annual_proxy,tier1
2023,BLZ,214.0,1973.0,2187.0,0.0,7.0,72,976,1048,4,3235.0,9,2023-09,182.25,87.33,269.58,unhcr_annual_proxy,tier1
2023,BLZ,214.0,1973.0,2187.0,0.0,7.0,72,976,1048,4,3235.0,10,2023-10,182.25,87.33,269.58,unhcr_annual_proxy,tier1
2023,BLZ,214.0,1973.0,2187.0,0.0,7.0,72,976,1048,4,3235.0,11,2023-11,182.25,87.33,269.58,unhcr_annual_proxy,tier1
2023,BLZ,214.0,1973.0,2187.0,0.0,7.0,72,976,1048,4,3235.0,12,2023-12,182.25,87.33,269.58,unhcr_annual_proxy,tier1
2024,BLZ,286.0,2001.0,2287.0,0.0,6.0,104,1400,1504,7,3791.0,1,2024-01,190.58,125.33,315.92,unhcr_annual_proxy,tier1
2024,BLZ,286.0,2001.0,2287.0,0.0,6.0,104,1400,1504,7,3791.0,2,2024-02,190.58,125.33,315.92,unhcr_annual_proxy,tier1
2024,BLZ,286.0,2001.0,2287.0,0.0,6.0,104,1400,1504,7,3791.0,3,2024-03,190.58,125.33,315.92,unhcr_annual_proxy,tier1
2024,BLZ,286.0,2001.0,2287.0,0.0,6.0,104,1400,1504,7,3791.0,4,2024-04,190.58,125.33,315.92,unhcr_annual_proxy,tier1
2024,BLZ,286.0,2001.0,2287.0,0.0,6.0,104,1400,1504,7,3791.0,5,2024-05,190.58,125.33,315.92,unhcr_annual_proxy,tier1
2024,BLZ,286.0,2001.0,2287.0,0.0,6.0,104,1400,1504,7,3791.0,6,2024-06,190.58,125.33,315.92,unhcr_annual_proxy,tier1
2024,BLZ,286.0,2001.0,2287.0,0.0,6.0,104,1400,1504,7,3791.0,7,2024-07,190.58,125.33,315.92,unhcr_annual_proxy,tier1
2024,BLZ,286.0,2001.0,2287.0,0.0,6.0,104,1400,1504,7,3791.0,8,2024-08,190.58,125.33,315.92,unhcr_annual_proxy,tier1
2024,BLZ,286.0,2001.0,2287.0,0.0,6.0,104,1400,1504,7,3791.0,9,2024-09,190.58,125.33,315.92,unhcr_annual_proxy,tier1
2024,BLZ,286.0,2001.0,2287.0,0.0,6.0,104,1400,1504,7,3791.0,10,2024-10,190.58,125.33,315.92,unhcr_annual_proxy,tier1
2024,BLZ,286.0,2001.0,2287.0,0.0,6.0,104,1400,1504,7,3791.0,11,2024-11,190.58,125.33,315.92,unhcr_annual_proxy,tier1
2024,BLZ,286.0,2001.0,2287.0,0.0,6.0,104,1400,1504,7,3791.0,12,2024-12,190.58,125.33,315.92,unhcr_annual_proxy,tier1
2019,BRB,0.0,10.0,10.0,0.0,2.0,243,116,359,3,369.0,1,2019-01,0.83,29.92,30.75,unhcr_annual_proxy,tier1
2019,BRB,0.0,10.0,10.0,0.0,2.0,243,116,359,3,369.0,2,2019-02,0.83,29.92,30.75,unhcr_annual_proxy,tier1
2019,BRB,0.0,10.0,10.0,0.0,2.0,243,116,359,3,369.0,3,2019-03,0.83,29.92,30.75,unhcr_annual_proxy,tier1
2019,BRB,0.0,10.0,10.0,0.0,2.0,243,116,359,3,369.0,4,2019-04,0.83,29.92,30.75,unhcr_annual_proxy,tier1
2019,BRB,0.0,10.0,10.0,0.0,2.0,243,116,359,3,369.0,5,2019-05,0.83,29.92,30.75,unhcr_annual_proxy,tier1
2019,BRB,0.0,10.0,10.0,0.0,2.0,243,116,359,3,369.0,6,2019-06,0.83,29.92,30.75,unhcr_annual_proxy,tier1
2019,BRB,0.0,10.0,10.0,0.0,2.0,243,116,359,3,369.0,7,2019-07,0.83,29.92,30.75,unhcr_annual_proxy,tier1
2019,BRB,0.0,10.0,10.0,0.0,2.0,243,116,359,3,369.0,8,2019-08,0.83,29.92,30.75,unhcr_annual_proxy,tier1
2019,BRB,0.0,10.0,10.0,0.0,2.0,243,116,359,3,369.0,9,2019-09,0.83,29.92,30.75,unhcr_annual_proxy,tier1
2019,BRB,0.0,10.0,10.0,0.0,2.0,243,116,359,3,369.0,10,2019-10,0.83,29.92,30.75,unhcr_annual_proxy,tier1
2019,BRB,0.0,10.0,10.0,0.0,2.0,243,116,359,3,369.0,11,2019-11,0.83,29.92,30.75,unhcr_annual_proxy,tier1
2019,BRB,0.0,10.0,10.0,0.0,2.0,243,116,359,3,369.0,12,2019-12,0.83,29.92,30.75,unhcr_annual_proxy,tier1
2020,BRB,0.0,5.0,5.0,0.0,1.0,230,120,350,3,355.0,1,2020-01,0.42,29.17,29.58,unhcr_annual_proxy,tier1
2020,BRB,0.0,5.0,5.0,0.0,1.0,230,120,350,3,355.0,2,2020-02,0.42,29.17,29.58,unhcr_annual_proxy,tier1
2020,BRB,0.0,5.0,5.0,0.0,1.0,230,120,350,3,355.0,3,2020-03,0.42,29.17,29.58,unhcr_annual_proxy,tier1
2020,BRB,0.0,5.0,5.0,0.0,1.0,230,120,350,3,355.0,4,2020-04,0.42,29.17,29.58,unhcr_annual_proxy,tier1
2020,BRB,0.0,5.0,5.0,0.0,1.0,230,120,350,3,355.0,5,2020-05,0.42,29.17,29.58,unhcr_annual_proxy,tier1
2020,BRB,0.0,5.0,5.0,0.0,1.0,230,120,350,3,355.0,6,2020-06,0.42,29.17,29.58,unhcr_annual_proxy,tier1
2020,BRB,0.0,5.0,5.0,0.0,1.0,230,120,350,3,355.0,7,2020-07,0.42,29.17,29.58,unhcr_annual_proxy,tier1
2020,BRB,0.0,5.0,5.0,0.0,1.0,230,120,350,3,355.0,8,2020-08,0.42,29.17,29.58,unhcr_annual_proxy,tier1
2020,BRB,0.0,5.0,5.0,0.0,1.0,230,120,350,3,355.0,9,2020-09,0.42,29.17,29.58,unhcr_annual_proxy,tier1
2020,BRB,0.0,5.0,5.0,0.0,1.0,230,120,350,3,355.0,10,2020-10,0.42,29.17,29.58,unhcr_annual_proxy,tier1
2020,BRB,0.0,5.0,5.0,0.0,1.0,230,120,350,3,355.0,11,2020-11,0.42,29.17,29.58,unhcr_annual_proxy,tier1
2020,BRB,0.0,5.0,5.0,0.0,1.0,230,120,350,3,355.0,12,2020-12,0.42,29.17,29.58,unhcr_annual_proxy,tier1
2021,BRB,0.0,10.0,10.0,0.0,2.0,265,91,356,2,366.0,1,2021-01,0.83,29.67,30.5,unhcr_annual_proxy,tier1
2021,BRB,0.0,10.0,10.0,0.0,2.0,265,91,356,2,366.0,2,2021-02,0.83,29.67,30.5,unhcr_annual_proxy,tier1
2021,BRB,0.0,10.0,10.0,0.0,2.0,265,91,356,2,366.0,3,2021-03,0.83,29.67,30.5,unhcr_annual_proxy,tier1
2021,BRB,0.0,10.0,10.0,0.0,2.0,265,91,356,2,366.0,4,2021-04,0.83,29.67,30.5,unhcr_annual_proxy,tier1
2021,BRB,0.0,10.0,10.0,0.0,2.0,265,91,356,2,366.0,5,2021-05,0.83,29.67,30.5,unhcr_annual_proxy,tier1
2021,BRB,0.0,10.0,10.0,0.0,2.0,265,91,356,2,366.0,6,2021-06,0.83,29.67,30.5,unhcr_annual_proxy,tier1
2021,BRB,0.0,10.0,10.0,0.0,2.0,265,91,356,2,366.0,7,2021-07,0.83,29.67,30.5,unhcr_annual_proxy,tier1
2021,BRB,0.0,10.0,10.0,0.0,2.0,265,91,356,2,366.0,8,2021-08,0.83,29.67,30.5,unhcr_annual_proxy,tier1
2021,BRB,0.0,10.0,10.0,0.0,2.0,265,91,356,2,366.0,9,2021-09,0.83,29.67,30.5,unhcr_annual_proxy,tier1
2021,BRB,0.0,10.0,10.0,0.0,2.0,265,91,356,2,366.0,10,2021-10,0.83,29.67,30.5,unhcr_annual_proxy,tier1
2021,BRB,0.0,10.0,10.0,0.0,2.0,265,91,356,2,366.0,11,2021-11,0.83,29.67,30.5,unhcr_annual_proxy,tier1
2021,BRB,0.0,10.0,10.0,0.0,2.0,265,91,356,2,366.0,12,2021-12,0.83,29.67,30.5,unhcr_annual_proxy,tier1
