iso3,flow_id,source_org,source_country,dest_org,dest_country,description,sector,amount_usd,funding_status,boundary,dest_usage_year,flow_date
COL,283853,"Switzerland, Government of",Switzerland,Handicap International - Humanity & Inclusion,Colombia,Colombia	Multi-Sector	COSUDE 6,Multi-sector,379579,commitment,incoming,2021,2021-08-10
COL,284084,Medicor Foundation,,Handicap International - Humanity & Inclusion,Colombia,Colombia	Multi-Sector	Acción inTegral para la Reduccion de la Violencia Armada y protección de las comunidades afectadas en los departamentos,Food Security,143160,commitment,incoming,2021,2021-04-27
COL,284090,"Canada, Government of",Canada,Handicap International - Humanity & Inclusion,Colombia,"Colombia	Protection	PSOPs: Building Peace with Colombian Indigenous Communities, especially Women &girls",Early Recovery,297828,commitment,incoming,2021,2022-11-28
COL,284316,European Commission's Humanitarian Aid and Civil Protection Department,,Caritas Germany (DCV),Peru,"EuroPana - Promoting assistance and protection for vulnerable persons in Venezuela as well as migrants, asylum seekers and local vulnerable persons in Colombia, Brazil, Bolivia, Ecuador and Peru
---- COVID-19 Assistance",,1412430,commitment,incoming,2021,2021-05-28
COL,284444,"United States of America, Government of",United States,Handicap International - Humanity & Inclusion,Colombia,"Colombia	Protection - Mine Action	WRA IV : CAUCA II (Paez, Inza, Santander)
USA / BPRM",,0,commitment,incoming,2020,2019-09-20
COL,284447,"United States of America, Government of",United States,Handicap International - Humanity & Inclusion,Colombia,"Colombia	Protection - Mine Action	WRA IV : CAUCA II (Paez, Inza, Santander)
USA / BPRM",,841092,commitment,incoming,2021,2019-09-20
COL,284449,"United States of America, Government of",United States,Handicap International - Humanity & Inclusion,Colombia,"Colombia	Protection - Mine Action	WRA5 - PUBLIC FUND USA STATE Chaparral & Acandi	
USA / BPRM",,0,commitment,incoming,2023,2021-09-22
COL,284450,"United States of America, Government of",United States,Handicap International - Humanity & Inclusion,Colombia,"Colombia	Protection - Mine Action	WRA5 - PUBLIC FUND USA STATE Chaparral & Acandi	
USA / BPRM",Protection - Mine Action,232302,commitment,incoming,2021,2021-09-22
COL,285176,"United States of America, Government of",United States,Danish Refugee Council,Colombia,"Protection - Mine Action	The overall goal of the project is to reduce the risk and impact explosive hazards have on affected populations by identifying and clearing land contaminated by landmines and other explosive remnants of war in Caqueta and Norte de Santander, Colombia.",,0,paid,incoming,2023,2023-05-31
COL,291563,European Commission's Humanitarian Aid and Civil Protection Department,,United Nations Development Programme,Colombia,Enhance emergency preparedness and response in Colombia,Early Recovery,127891,commitment,incoming,2021,2021-04-23
COL,292229,"United States of America, Government of",United States,Danish Refugee Council,Colombia,"The Goal of to which this project contributes is to save lives, alleviate suffering, and reduce the social and economic impact of the Venezuelan crisis on Venezuelan refugees and migrants, Colombian  returnees, and mixed migrant host families in Colombia, and promote early recovery.",,0,paid,incoming,2022,2022-11-01
COL,293759,European Commission Directorate-General for International Partnerships (formerly EuropeAid DEVCO),,United Nations Human Settlements Programme (UN-HABITAT),Colombia,"""The overall objective of the action is to reduce the vulnerabilities of migrants and refugees and address the impact on host communities in order to design stable and durable solutions with medium and long-term vision. The project´s specific objectives are:
(1) Strengthened host communities’ accept",,1278659,paid,incoming,2020,2023-11-18
COL,294424,European Commission's Humanitarian Aid and Civil Protection Department,,Norwegian Refugee Council,Colombia,"Protection and humanitarian assistance to recently displaced people and confined communities in Colombia
-- HEALTH",Health,389945,paid,incoming,2021,2021-06-01
COL,294425,European Commission's Humanitarian Aid and Civil Protection Department,,Norwegian Refugee Council,Colombia,"Protection and humanitarian assistance to recently displaced people and confined communities in Colombia
-- FOOD",Food Security,259573,paid,incoming,2021,2021-06-01
COL,294427,European Commission's Humanitarian Aid and Civil Protection Department,,Norwegian Refugee Council,Colombia,"Protection and humanitarian assistance to recently displaced people and confined communities in Colombia
-- SHELTER",Emergency Shelter and NFI,197272,paid,incoming,2021,2021-06-01
COL,294430,European Commission's Humanitarian Aid and Civil Protection Department,,Norwegian Refugee Council,Colombia,"Protection and humanitarian assistance to recently displaced people and confined communities in Colombia
-- WASH",Water Sanitation Hygiene,155201,paid,incoming,2021,2021-06-01
COL,294432,European Commission's Humanitarian Aid and Civil Protection Department,,Norwegian Refugee Council,Colombia,"Protection and humanitarian assistance to recently displaced people and confined communities in Colombia
-- EDUCATION",Education,53357,paid,incoming,2021,2021-06-01
COL,294433,European Commission's Humanitarian Aid and Civil Protection Department,,Norwegian Refugee Council,Colombia,"Protection and humanitarian assistance to recently displaced people and confined communities in Colombia
-- COORDINATION",Education,125782,paid,incoming,2021,2021-06-01
COL,294456,European Commission's Humanitarian Aid and Civil Protection Department,,Norwegian Refugee Council,Colombia,"Protection and humanitarian assistance to recently displaced people and confined communities in Colombia
COVID -19",Water Sanitation Hygiene,131707,commitment,incoming,2021,2021-06-01
COL,295457,European Commission's Humanitarian Aid and Civil Protection Department,,Oxfam,"Venezuela, Bolivarian Republic of",Multisectorial humanitarian response to Venezuelas crisis in country and in Colombia,,0,commitment,incoming,2021,2021-07-30
COL,295626,European Commission's Humanitarian Aid and Civil Protection Department,,Oxfam,Colombia,food,Food Security,565251,paid,incoming,2021,2021-07-30
COL,297273,"Germany, Government of",Germany,Christoffel-Blindenmission,Colombia,Aufbau und Stärkung von Kapazitäten im Bereich der inklusiven Humanitären Katastrophenvorsorge und Hilfe unter aktiver Einbindung von Menschen mit Behinderungen,Protection,152472,commitment,incoming,2021,2022-12-30
COL,302834,UN Peacebuilding Fund,,Norwegian Refugee Council,Colombia,Young and female peacebuilders in northern Cauca. Tradition meets innovation in community-led approaches to protection,Protection,687500,paid,incoming,2021,2021-02-11
COL,302835,"Switzerland, Government of",Switzerland,Norwegian Refugee Council,Colombia,"Colombia Humanitarian Response Plan
-- Contribute promoting the protection, peace construction, and access to services and livelihoods of people and vulnerable communities, victims of humanitarian emergencies related to the armed conflict in the Pacific.
--- SDC
--  Education",Education,1319,paid,incoming,2021,2021-11-01
COL,302836,"Switzerland, Government of",Switzerland,Norwegian Refugee Council,Colombia,"Colombia Humanitarian Response Plan
-- Contribute promoting the protection, peace construction, and access to services and livelihoods of people and vulnerable communities, victims of humanitarian emergencies related to the armed conflict in the Pacific.
--- SDC
--  Protection",Protection,25604,paid,incoming,2021,2021-11-01
COL,302837,"Switzerland, Government of",Switzerland,Norwegian Refugee Council,Colombia,"Colombia Humanitarian Response Plan
-- Contribute promoting the protection, peace construction, and access to services and livelihoods of people and vulnerable communities, victims of humanitarian emergencies related to the armed conflict in the Pacific.
--- SDC
--  Water Sanitation Hygiene",Water Sanitation Hygiene,15648,paid,incoming,2021,2021-11-01
COL,302841,"Switzerland, Government of",Switzerland,Norwegian Refugee Council,Colombia,"Colombia Humanitarian Response Plan
-- Contribute promoting the protection, peace construction, and access to services and livelihoods of people and vulnerable communities, victims of humanitarian emergencies related to the armed conflict in the Pacific.
--- SDC
-- Food Security",Food Security,31659,paid,incoming,2021,2021-11-01
COL,302842,"Switzerland, Government of",Switzerland,Norwegian Refugee Council,Colombia,"Colombia Humanitarian Response Plan
-- Contribute promoting the protection, peace construction, and access to services and livelihoods of people and vulnerable communities, victims of humanitarian emergencies related to the armed conflict in the Pacific.
--- SDC
-- Emergency Shelter and NFI",Emergency Shelter and NFI,6719,paid,incoming,2021,2021-11-01
COL,302843,"Norway, Government of",Norway,Norwegian Refugee Council,Colombia,Annual Allocation 2021,Education,1008831,paid,incoming,2021,2021-11-19
COL,302844,"Norway, Government of",Norway,Norwegian Refugee Council,Colombia,Annual Allocation 2021,Early Recovery,412058,paid,incoming,2021,2021-11-19
COL,310170,UN Multi-Partner Trust Fund,,International Labour Organization,Colombia,Out of plan	HDP nexus (peace)	Espacios cívicos juveniles para la resiliencia y la reconciliación en el Pacífico colombiano,,26014,paid,incoming,2022,2021-10-21
COL,348244,"United States of America, Government of",United States,Danish Refugee Council,Colombia,"Protection - Mine Action	The overall goal of the project is to reduce the risk and impact explosive hazards have on affected populations by identifying and clearing land contaminated by landmines and other explosive remnants of war in Caqueta and Norte de Santander, Colombia.",Protection - Mine Action,1791015,paid,incoming,2021,2023-05-31
COL,379544,"Colombia, Government of",Colombia,Food and Agriculture Organization of the United Nations,Colombia,Asistencia de medios de vida en emergencia para víctimas del conflicto,Food Security,83737,paid,incoming,2021,2026-02-24
COL,379547,"Colombia, Government of",Colombia,Food and Agriculture Organization of the United Nations,Colombia,Gestión del riesgo y recuperación de medios de vida sostenibles en Chocó y Norte de Santander,Early Recovery,991884,paid,incoming,2021,2026-02-24
COL,210646,European Commission Directorate-General for International Partnerships (formerly EuropeAid DEVCO),,International Organization for Migration,"Bolivia, Plurinational State of",Venezuela Migrants Outflows Multiyear 2019 to 2021,,-365178,commitment,incoming,2021,2020-05-24
COL,211389,"Switzerland, Government of",Switzerland,World Food Programme,Colombia,"Protection, access & security",Protection,128880,paid,incoming,2022,2020-04-30
COL,211917,European Commission Directorate-General for International Partnerships (formerly EuropeAid DEVCO),,International Organization for Migration,Colombia,Design and implement awareness campaigns and sociocultural activities,Multi-sector,51589,paid,incoming,2022,2019-09-30
COL,212497,"Switzerland, Government of",Switzerland,Swiss Development Cooperation/Swiss Humanitarian Aid,Colombia,"Agua y Saneamiento Integral Rural (ASIR-SABA), Fase III
through State Institutions Foreign:  Multi-year, 2020-2022, total amount CHF 1,215,000 (7F-09231.03)",,0,paid,incoming,2020,2020-05-31
COL,212500,"Switzerland, Government of",Switzerland,Swiss Development Cooperation/Swiss Humanitarian Aid,Colombia,"Agua y Saneamiento Integral Rural (ASIR-SABA), Fase III
through State Institutions Foreign:  Multi-year, 2020-2022, 2022 portion, total amount CHF 365,000 (7F-09231.03)",Water Sanitation Hygiene,24659,paid,incoming,2022,2020-05-31
COL,212502,"Switzerland, Government of",Switzerland,Swiss Development Cooperation/Swiss Humanitarian Aid,Colombia,"Agua y Saneamiento Integral Rural (ASIR-SABA), Fase III
:  Multi-year, 2020-2022, total amount CHF487,240 (Z7FH14800027)",Water Sanitation Hygiene,0,commitment,incoming,2020,2020-05-31
COL,212505,"Switzerland, Government of",Switzerland,Swiss Development Cooperation/Swiss Humanitarian Aid,Colombia,"Agua y Saneamiento Integral Rural (ASIR-SABA), Fase III
:  Multi-year, 2020-2022, 2022 portion, total amount CHF 128, 233 (Z7FH14800027)",Water Sanitation Hygiene,132472,commitment,incoming,2022,2020-05-31
COL,219689,"Germany, Government of",Germany,Plan International,Colombia,"Humanitarian assistance in the field of protection for girls and boys who habe fled or migrated from Venezuela in Colombia, Eduador and Peru",,2,commitment,incoming,2022,2020-10-07
COL,220321,"Germany, Government of",Germany,Plan International,Colombia,"Humanitarian assistance in the field of protection for girls and boys who habe fled or migrated from Venezuela in Colombia, Eduador and Peru (2022 portion)",Protection - Child Protection,888194,paid,incoming,2022,2020-10-07
COL,220639,"Germany, Government of",Germany,Campaña Colombiana Contra Minas,Colombia,"Non-technical investigations and humanitarian Mine and ordnance rooms in Balboa (Cauca) andUrrao (Antioquia), Colombia",,1,commitment,incoming,2020,2020-10-19
COL,220642,"Germany, Government of",Germany,Campaña Colombiana Contra Minas,Colombia,"Non-technical investigations and humanitarian Mine and ordnance rooms in Balboa (Cauca) andUrrao (Antioquia), Colombia (2022 portion)",Protection - Mine Action,101523,commitment,incoming,2022,2020-10-19
COL,220807,GlaxoSmithKline,,Save the Children,Colombia,"Contribute to reduce mortality, morbidity and disability, particularly among Venezuelan women and girls affected by the crises in Maicao, Paraguachón and Fonseca through direct provision of Sexual and Reproductive Health services",Health,0,paid,incoming,2022,2020-01-01
COL,220813,Abt Associates,Colombia,Save the Children,Colombia,The LHSS Colombia Activity will support the Government of Colombia (GOC)’s efforts to transition from an humanitarian crisis response to a financially sustainable integration of Venezuelan migrants into the health system.,Health,0,paid,incoming,2021,2020-06-23
COL,222713,"Switzerland, Government of",Switzerland,Save the Children,Colombia,Save the Children; Strengthening spaces for the protection and participation of children affected by conflict and armed violence in Tumaco. 2020/2021/2022 (7F-09783.03),Protection - Child Protection,2626,commitment,incoming,2022,2020-10-01
COL,222716,"Switzerland, Government of",Switzerland,Save the Children,Colombia,"Save the Children; Strengthening spaces for the protection and participation of children affected by conflict and armed violence in Tumaco. 2020/2021/2022. 2022 portion amount CHF 10,000  (7F-09783.03)",Protection - Child Protection,8243,paid,incoming,2022,2020-10-01
COL,223785,Central Emergency Response Fund,,United Nations Population Fund,Colombia,"Access to life-saving sexual and reproductive health services and access to services for survivors of Gender Based Violence for vulnerable, ethnic populations",Protection - Gender-Based Violence,397927,paid,incoming,2022,2020-11-20
COL,231097,European Commission's Humanitarian Aid and Civil Protection Department,,United Nations Development Programme,Colombia,Enhance emergency preparedness and response in Colombia,,-1,commitment,incoming,2021,2021-04-23
COL,231112,European Commission's Humanitarian Aid and Civil Protection Department,,Colombian Red Cross Society,Colombia,"Strengthening of local capacities for disaster preparation in territories affected by multiple hazards, in the departments bordering on Venezuela in the Colombian Orinoco region.
---- COVID-19",,0,commitment,incoming,2021,2021-04-28
COL,231113,European Commission's Humanitarian Aid and Civil Protection Department,,Colombian Red Cross Society,Colombia,"Strengthening of local capacities for disaster preparation in territories affected by multiple hazards, in the departments bordering on Venezuela in the Colombian Orinoco region.",,0,commitment,incoming,2021,2021-04-28
COL,231114,"United States of America, Government of",United States,Save the Children,Colombia,Multipurpose Cash Assistance to vulnerable Venezuelan and Colombian households,,949013,paid,incoming,2021,2019-09-15
COL,231683,"Germany, Government of",Germany,Caritas Germany (DCV),Colombia,"Improvement of the humanitarian situation and self-protection of communities affected by conflict and armed violence in the departments of Chocó, Nariño and Caquetá.",,-222761,commitment,incoming,2023,2021-05-11
COL,231685,"Germany, Government of",Germany,Caritas Germany (DCV),Colombia,"Improvement of the humanitarian situation and self-protection of communities affected by conflict and armed violence in the departments of Chocó, Nariño and Caquetá.",Protection - Mine Action,738499,commitment,incoming,2022,2021-05-11
COL,231864,"Germany, Government of",Germany,ACT Alliance / Diakonie Emergency Aid,"Venezuela, Bolivarian Republic of","Humanitarian assistance in the sectors food security, primary health care and WASH for victims of the complex crisis in Venezuela and most vulnerable populations in the mixed migratory flow in Colombia",,-1620140,commitment,incoming,2021,2021-05-18
COL,231868,"Germany, Government of",Germany,ACT Alliance / Diakonie Emergency Aid,Colombia,"Humanitarian assistance in the sectors food security, primary health care and WASH for victims of the complex crisis in Venezuela and most vulnerable populations in the mixed migratory flow in Colombia",Food Security,649213,commitment,incoming,2022,2024-02-21
COL,232473,"United States of America, Government of",United States,iMMAP,Colombia,"To assist the Sectors under the Inter-Agency Mixed Migration Group (GIFMM), and separately the NGO Forum, with accurate, relevant, and timely information for monitoring humanitarian situation and response related to the Venezuelan migrant and refugee situation in Colombia",Coordination and support services,0,paid,incoming,2021,2021-03-16
COL,232494,"Germany, Government of",Germany,Malteser International Order of Malta World Relief,Haiti,"Primary health care and food assistance for vulnerable groups affected by crises, migration and malnutrition in Colombia and Haiti",,428206,commitment,incoming,2021,2021-06-02
COL,232498,"Germany, Government of",Germany,Malteser International Order of Malta World Relief,Colombia,"Primary health care and food assistance for vulnerable groups affected by crises, migration and malnutrition in Colombia and Haiti",Health,1612589,commitment,incoming,2022,2024-12-05
COL,233092,"Germany, Government of",Germany,International Organization for Migration,Peru,Provision of protection assistance to children through Children Friendly Space (CFS),Coordination and support services,1,commitment,incoming,2022,2021-04-12
COL,233094,"Germany, Government of",Germany,International Organization for Migration,Ecuador,Coordination - Regional,Coordination and support services,43202,commitment,incoming,2022,2021-04-12
COL,233095,"Spain, Government of",Spain,International Organization for Migration,Ecuador,Capacity building of temporary accommodation centers (Red de Scalabrinianos),Emergency Shelter and NFI,54108,paid,incoming,2022,2021-04-12
COL,233096,"Spain, Government of",Spain,International Organization for Migration,Uruguay,Capacity building of temporary accommodation centers (Red de Scalabrinianos),Coordination and support services,63125,paid,incoming,2022,2021-04-12
COL,233097,"Spain, Government of",Spain,International Organization for Migration,Colombia,Provision of equipment and transportation of vaccines,Health,703400,paid,incoming,2022,2021-04-12
COL,233222,Ford Foundation,,Norwegian Refugee Council,Colombia,Assessing access to durable solutions for Venezuela migrants and refugees- Ford Foundation,,0,commitment,incoming,2021,2020-11-01
COL,233224,Ford Foundation,,Norwegian Refugee Council,Colombia,Assessing access to durable solutions for Venezuela migrants and refugees- Ford Foundation,Emergency Shelter and NFI,24602,commitment,incoming,2022,2020-11-01
COL,233226,LEGO Foundation,,Norwegian Refugee Council,Colombia,Emergency COVID-19 LEGO Foundation,,0,commitment,incoming,2021,2021-03-01
COL,233228,LEGO Foundation,,Norwegian Refugee Council,Colombia,Emergency COVID-19 LEGO Foundation,Education,293470,commitment,incoming,2022,2021-03-01
COL,233230,LEGO Foundation,,Norwegian Refugee Council,Colombia,Emergency COVID-19 LEGO Foundation,Education,0,commitment,incoming,2021,2021-03-01
COL,233232,LEGO Foundation,,Norwegian Refugee Council,Colombia,Emergency COVID-19 LEGO Foundation,,17512,paid,incoming,2022,2021-03-01
COL,233235,LEGO Foundation,,Norwegian Refugee Council,Colombia,Emergency COVID-19 LEGO Foundation,,0,commitment,incoming,2022,2021-03-01
COL,233237,LEGO Foundation,,Norwegian Refugee Council,Colombia,Emergency COVID-19 LEGO Foundation,,38090,commitment,incoming,2022,2021-03-01
COL,233609,European Commission Directorate-General for International Partnerships (formerly EuropeAid DEVCO),,United Nations Human Settlements Programme (UN-HABITAT),Colombia,"""The overall objective of the action is to reduce vulnerabilities of migrants and refugees and address the impact on host communities in order to design stable and durable solutions with medium and long-term vision. The project´s specific objectives are:
(1) Strengthened host communities’ acceptance",Early Recovery,826742,commitment,incoming,2022,2022-01-01
COL,234020,European Commission's Humanitarian Aid and Civil Protection Department,,Danish Refugee Council,"Venezuela, Bolivarian Republic of",Integrated Protection Assistance Program for Venezuelan mixed migration flows in South America and vulnerable population living in Venezuela and Colombia.,,0,commitment,incoming,2021,2021-05-18
COL,234021,European Commission's Humanitarian Aid and Civil Protection Department,,Danish Refugee Council,"Venezuela, Bolivarian Republic of","Integrated Protection Assistance Program for Venezuelan mixed migration flows in South America and vulnerable population living in Venezuela and Colombia.
---- COVID-19 Assistance",,0,commitment,incoming,2021,2021-05-18
COL,234136,European Commission's Humanitarian Aid and Civil Protection Department,,Caritas Germany (DCV),Colombia,"EuroPana - Promoting assistance and protection for vulnerable persons in Venezuela as well as migrants, asylum seekers and local vulnerable persons in Colombia, Brazil, Bolivia, Ecuador and Peru
---- COVID-19 Assistance",,0,commitment,incoming,2022,2021-05-28
COL,234174,European Commission's Humanitarian Aid and Civil Protection Department,,Handicap International - Humanity & Inclusion,Colombia,Inclusive Disaster Preparedness & Protection in Colombia (ECHO/-AM/BUD/2021/91054),,0,commitment,incoming,2022,2021-05-11
COL,234181,European Commission's Humanitarian Aid and Civil Protection Department,,German Red Cross,Peru,"People affected by acute and protracted displacement due to the Venezuela crisis have access to humanitarian assistance in Colombia, Ecuador and Peru.",,542615,commitment,incoming,2022,2021-05-21
COL,234363,European Commission's Humanitarian Aid and Civil Protection Department,,Médecins du Monde,Colombia,Humanitarian health assistance to vulnerable population affected by the armed conflict and the Venezuelan migratory crisis in Colombia.,Health,274390,commitment,incoming,2022,2021-06-04
COL,234366,European Commission's Humanitarian Aid and Civil Protection Department,,Norwegian Refugee Council,Colombia,Protection and humanitarian assistance to recently displaced people and confined communities in Colombia,,440282,commitment,incoming,2021,2021-06-01
COL,234771,"Germany, Government of",Germany,International Rescue Committee,Colombia,"Live-saving protection measures, health services and basic needs assistance (including CASH assistance) for people affected by the Venezuelan migration crisis with a special focus on children and women inside Venezuela and in border areas of Colombia and Ecuador",,-1,commitment,incoming,2023,2021-07-05
COL,234775,"Germany, Government of",Germany,International Rescue Committee,Colombia,"COLOMBIA - Live-saving protection measures, health services and basic needs assistance (including CASH assistance) for people affected by the Venezuelan migration crisis with a special focus on children and women inside Venezuela and in border areas of Colombia and Ecuador (2022 portion)",Health,1413210,commitment,incoming,2022,2021-07-05
COL,236322,European Commission's Humanitarian Aid and Civil Protection Department,,,Colombia,"-,Action B: Emergency Toolbox (ECHO/DRF/BUD/2021/91000)",,15733,commitment,incoming,2022,2020-12-16
COL,236574,European Commission's Humanitarian Aid and Civil Protection Department,,Oxfam,"Venezuela, Bolivarian Republic of",Multisectorial humanitarian response to Venezuelas crisis in country and in Colombia,,0,commitment,incoming,2021,2021-07-30
COL,236575,European Commission's Humanitarian Aid and Civil Protection Department,,Oxfam,Colombia,Multisectorial humanitarian response to Venezuela’s crisis in country and in Colombia,,3341289,commitment,incoming,2022,2021-07-30
COL,236664,"Norway, Government of",Norway,HALO Trust,Colombia,Humanitarian Mine Clearance,Protection - Mine Action,0,paid,incoming,2022,2021-06-01
COL,236666,"Norway, Government of",Norway,HALO Trust,Colombia,Humanitarian Mine Clearance,Protection - Mine Action,215517,paid,incoming,2022,2021-06-01
COL,236670,"New Zealand, Government of",New Zealand,HALO Trust,Colombia,Humanitarian Mine Clearance,Protection - Mine Action,22713,commitment,incoming,2022,2020-02-01
COL,236671,"United States of America, Government of",United States,HALO Trust,Colombia,Humanitarian Mine Action in Colombia. Conduct humanitarian mine action activities in all municipalities assigned to HALO in Colombia.,Protection - Mine Action,1224149,paid,incoming,2023,2018-09-05
COL,236675,"United States of America, Government of",United States,HALO Trust,Colombia,Humanitarian Mine Clearance,Protection - Mine Action,3400000,paid,incoming,2022,2018-09-05
COL,236677,"United States of America, Government of",United States,HALO Trust,Colombia,"Humanitarian Mine Clearance in Antioquia, Colombia. Clear and release land to productive use through non-technical survey and manual demining of high- and medium-impact minefields in the department of Antioquia.",Protection - Mine Action,0,paid,incoming,2023,2019-10-01
COL,237588,"United States of America, Government of",United States,Campaña Colombiana Contra Minas,Colombia,"""Survey and Clearance of Five Municipalities in Putumayo and Meta,
Colombia""",,0,commitment,incoming,2021,2018-09-05
COL,237607,"United States of America, Government of",United States,iMMAP,Colombia,"To assist the Sectors under the Inter-Agency Mixed Migration Group (GIFMM), and separately the NGO Forum, with accurate, relevant, and timely information for monitoring humanitarian situation and response related to the Venezuelan migrant and refugee situation in Colombia",Coordination and support services,286000,paid,incoming,2022,2021-03-16
COL,237664,"United States of America, Government of",United States,Norwegian Refugee Council,Colombia,OFDA - Collaborative Cash Distribution and Livelihoods,Education,-1,commitment,incoming,2021,2021-06-01
COL,237666,"United States of America, Government of",United States,Norwegian Refugee Council,Colombia,OFDA - Collaborative Cash Distribution and Livelihoods,Education,10008,commitment,incoming,2022,2021-06-01
COL,237667,"United States of America, Government of",United States,Norwegian Refugee Council,Colombia,OFDA - Collaborative Cash Distribution and Livelihoods,Protection,0,commitment,incoming,2021,2021-06-01
COL,237669,"United States of America, Government of",United States,Norwegian Refugee Council,Colombia,OFDA - Collaborative Cash Distribution and Livelihoods,Early Recovery,3861792,commitment,incoming,2022,2021-06-01
COL,237670,"United States of America, Government of",United States,Norwegian Refugee Council,Colombia,OFDA - Collaborative Cash Distribution and Livelihoods,Emergency Shelter and NFI,-1,commitment,incoming,2021,2021-06-01
COL,237672,"United States of America, Government of",United States,Norwegian Refugee Council,Colombia,OFDA - Collaborative Cash Distribution and Livelihoods,Emergency Shelter and NFI,3622,commitment,incoming,2022,2021-06-01
COL,237673,"United States of America, Government of",United States,Norwegian Refugee Council,Colombia,OFDA - Collaborative Cash Distribution and Livelihoods,Water Sanitation Hygiene,-1,commitment,incoming,2021,2021-06-01
COL,237675,"United States of America, Government of",United States,Norwegian Refugee Council,Colombia,OFDA - Collaborative Cash Distribution and Livelihoods,Water Sanitation Hygiene,16881,commitment,incoming,2022,2021-06-01
COL,237678,Norwegian Refugee Council,Colombia,Norwegian Refugee Council,Colombia,ECHO SIT VENEZUELA,Protection,180934,commitment,incoming,2022,2021-06-01
COL,237679,European Commission's Humanitarian Aid and Civil Protection Department,,Norwegian Refugee Council,Colombia,ECHO SIT VENEZUELA,Emergency Shelter and NFI,1,commitment,incoming,2022,2021-06-01
COL,237681,European Commission's Humanitarian Aid and Civil Protection Department,,Norwegian Refugee Council,Colombia,ECHO SIT VENEZUELA,Emergency Shelter and NFI,1428,commitment,incoming,2022,2021-06-01
COL,237993,"United States of America, Government of",United States,Campaña Colombiana Contra Minas,Colombia,"Land Release in Urabá Subregion –
6.000.000 USD 2021 -2024 (allocation year: 05 apr 2021 to 31 jul 2024)",Protection - Mine Action,0,commitment,incoming,2024,2021-04-05
COL,238021,"Germany, Government of",Germany,German Federal Foreign Office Auswärtiges Amt,Colombia,"Humanitarian assistance in Venezuela, Colombia, Ecuador and Peru
-- German Federal Foreign Office",Protection - Gender-Based Violence,773660,commitment,incoming,2022,2021-08-21
COL,239287,United Nations Development Programme,,Norwegian Refugee Council,Colombia,"Peacebuilding Fund 2020 Gender and Youth Promotion Initiative
Young and female peacebuilders in northern Cauca. Tradition meets innovation in community-led approaches to protection.",Protection,9000,paid,incoming,2021,2021-02-19
COL,239289,United Nations Development Programme,,Norwegian Refugee Council,Colombia,"Peacebuilding Fund 2020 Gender and Youth Promotion Initiative
Young and female peacebuilders in northern Cauca. Tradition meets innovation in community-led approaches to protection.",Protection,634424,paid,incoming,2022,2021-02-19
COL,239898,European Commission Directorate-General for International Partnerships (formerly EuropeAid DEVCO),,United Nations Human Settlements Programme (UN-HABITAT),Colombia,"""The overall objective of the action is to reduce vulnerabilities of migrants and refugees and address the impact on host communities in order to design stable and durable solutions with medium and long-term vision. The project´s specific objectives are:
(1) Strengthened host communities’ acceptance",Early Recovery,1,paid,incoming,2020,2020-09-24
COL,240739,European Commission's Humanitarian Aid and Civil Protection Department,,Danish Refugee Council,Colombia,"Humanitarian emergency integrated response in the Telembi triangle, Nariño, Colombia.",Water Sanitation Hygiene,609756,commitment,incoming,2022,2021-06-08
COL,241151,"United States of America, Government of",United States,World Vision International,Colombia,Hope Without Borders: Strategic Interventions in protection and shelter for Venezuelan Migrants,,1,paid,incoming,2022,2021-09-01
COL,241153,"United States of America, Government of",United States,World Vision International,Colombia,Hope Without Borders: Strategic Interventions in protection and shelter for Venezuelan Migrants,Emergency Shelter and NFI,1480725,paid,incoming,2022,2021-09-01
COL,241160,Central Emergency Response Fund,,United Nations High Commissioner for Refugees,Colombia,"Support through shelter for victims of the flooding in the municipalities of San Benito Abad, Sucre, Caimito and Majagual in the region of La Mojana",Protection,270000,paid,incoming,2022,2021-10-20
COL,242447,Canadian Food Grains Bank,,ZOA,Colombia,"Food E-voucher Assistance Venezuelan Migrants in La Guajira and Arauca, Colombia",Food Security,416126,paid,incoming,2022,2021-04-14
COL,242449,Canadian Food Grains Bank,,ZOA,Colombia,Food E-voucher Assistance for in La Guajira and Arauca Phase II,Multipurpose Cash,1,commitment,incoming,2022,2021-01-09
COL,242451,Canadian Food Grains Bank,,ZOA,Colombia,Food E-voucher Assistance for in La Guajira and Arauca Phase II,Food Security,411172,paid,incoming,2022,2021-01-09
COL,245166,"Norway, Government of",Norway,Save the Children,Colombia,Una intervención integral para incrementar la prevención de embarazos no deseados y el acceso a servicios de aborto seguro.,,-1,paid,incoming,2021,2021-11-01
COL,245168,"Norway, Government of",Norway,Save the Children,Colombia,Una intervención integral para incrementar la prevención de embarazos no deseados y el acceso a servicios de aborto seguro.,Health,94172,paid,incoming,2022,2021-11-01
COL,245171,"United States of America, Government of",United States,Save the Children,Colombia,Proyecto de investigación sobre cómo formular la asistencia en efectivo y con cupones para que tenga un mayor impacto en el logro de los resultados de protección.,Protection,0,paid,incoming,2023,2021-09-01
COL,245173,"United States of America, Government of",United States,Save the Children,Colombia,Proyecto de investigación sobre cómo formular la asistencia en efectivo y con cupones para que tenga un mayor impacto en el logro de los resultados de protección.,Protection,24999,paid,incoming,2022,2021-09-01
